geocode,departamento,distrito,pct_bosque_real_2024,mlp_pred_2025,lstm_pred_2025,cnn_pred_2025,deforestacion_2025_mlp,deforestacion_2025_lstm,deforestacion_2025_cnn,area_km2_2024,deforestacion_2025_mlp_km2,deforestacion_2025_lstm_km2,deforestacion_2025_cnn_km2
120209,Junin,Mariscal Castilla,0.34947994,0.36337910628049674,0.3560475685640859,0.35315318750911523,-0.013899162766626505,-0.006567625050215686,-0.0036732439952449902,57.8016,-0.8033938465714386,-0.379619236102547,-0.21231938011555282
120302,Junin,Perene,0.544064,0.5408322643609362,0.537374427279441,0.5359530763977877,0.0032317209868115704,0.0066895580683068445,0.008110908949960138,1528.2999,4.939038860972024,10.223650926837543,12.395901337133184
120303,Junin,Pichanaqui,0.5880489,0.5834206840392288,0.5818414259635082,0.5826273259907618,0.004628191292649908,0.006207449368370477,0.005421549341116827,1274.6843999999999,5.8994832409566715,7.912538873651699,6.910764368951897
120304,Junin,San Luis De Shuaro,0.597375,0.5967213897391247,0.585463058731708,0.5820503136541048,0.0006535859421802348,0.011911916949596923,0.015324662027200175,197.2098,0.12889355294017568,2.3491467592466195,3.022173533451741
120601,Junin,Satipo,0.6126474,0.6010927681677832,0.6001817664598234,0.5977674245367499,0.011554646039675265,0.012465647747635145,0.014879989670708582,836.6517,9.667214251992577,10.429405379660114,12.449368653980775
120602,Junin,Coviriali,0.5460517,0.5446481747959432,0.5358975860699029,0.5439256884554055,0.0014035062457743441,0.010154094971814631,0.0021259925863120754,100.1592,0.14057406277176168,1.017026029100976,0.21293771665094843
120603,Junin,Llaylla,0.6417581,0.6388499785574665,0.6343448668296419,0.6335429591883289,0.0029081057397136734,0.007413217467538313,0.008215125108851251,316.674,0.9209214770180877,2.3475732283152277,2.601516528720361
120604,Junin,Mazamari,0.7365834,0.721444358185381,0.7181294002590152,0.7185206498185668,0.015139053508192002,0.018454011434557827,0.018062761875006217,1291.9995,19.55964956305731,23.842573546442992,23.33707931112709
120607,Junin,Rio Negro,0.43790853,0.4297188106997902,0.4272660429313795,0.416849130672583,0.00818971953550035,0.010642487303911041,0.021059399562707526,500.92379999999997,4.10242543065707,5.331075181726874,10.549154454669791
120609,Junin,Vizcatán Del Ene,0.7316185,0.7211883120763853,0.7261262161824316,0.7213958873571575,0.010430211521331945,0.005492307415285724,0.010222636240559746,625.4694,6.5237781421205785,3.4352702236543124,6.393946155801159
160101,Loreto,Iquitos,0.5545248,0.5501730399991778,0.5436576855357507,0.5408775630062789,0.004351739320585413,0.010867093784012516,0.013647216313484312,370.2024,1.6110243406550893,4.023024199866515,5.052232232571044
160112,Loreto,Belen,0.56135464,0.5549828800379192,0.5557532614499665,0.550737433010601,0.006371757108076914,0.005601375696029587,0.01061720413539513,658.7109,4.197145859242742,3.689687225969776,6.993668091509849
160211,Loreto,Teniente Cesar Lopez Rojas,0.7325768,0.7092143896122556,0.711243715922443,0.7091005506793205,0.02336239785951566,0.021333071549328286,0.0234762367924507,1336.5521999999999,31.225064256410942,28.512763712012127,31.37721593267092
160503,Loreto,Capelo,0.7223675,0.7233552016509474,0.7126270589739074,0.7123691830627528,-0.000987676550239347,0.009740466126800573,0.009998342037955243,809.928,-0.7999468929822539,7.889076249147335,8.097937170117014
160603,Loreto,Padre Marquez,0.7825644,0.764664360894889,0.7600075774970781,0.7613652906989926,0.01790004073169793,0.022556824129508768,0.0211991109275943,2476.035,44.32112735310968,55.85148603350824,52.48974062560595
170102,Madre De Dios,Inambari,0.79614276,0.7794391173560307,0.7785063473120422,0.779020029565013,0.016703639582903662,0.01763640962689217,0.017122727373921287,5006.3346,83.62400878982018,88.29376773488336,85.72210249842928
170204,Madre De Dios,Huepetuhe,0.7681002,0.7594045251828009,0.7525191437100343,0.761152680307452,0.008695676900786764,0.015581058373553391,0.006947521776135668,1572.7581,13.67619628069528,24.505235763578924,10.926771148343759
200303,Piura,El Carmen De La Frontera,0.5125406,0.507296486422651,0.4973781337329482,0.5035176263265307,0.00524409241951207,0.015162445109214884,0.009022952515632343,663.8085,3.4810731228576777,10.064959944280268,5.989512574973132
200307,Piura,Sondor,0.34554935,0.3403816732129025,0.3459895372956161,0.3444401617820493,0.0051676718035769675,-0.00044019227913660863,0.001109183234430211,346.83209999999997,1.792314463745387,-0.15267281257673615,0.38470035048222234
211205,Puno,Phara,0.46941406,0.47707119443735196,0.4683162094538833,0.46185288762322685,-0.007657139089909337,0.0010978458935593238,0.007561167724215778,448.39709999999997,-3.433438962211986,0.49227091491890945,3.3904056801519546
220101,San Martin,Moyobamba,0.68244684,0.6744145307104601,0.6696552910110753,0.6702525889130458,0.008032306714771842,0.012791546414156585,0.01219424851218609,2728.9584,21.919830880653024,34.90759803590249,33.27759690901773
