zona_id,area_km2,n_pixels,centroid_lat,centroid_lon,bbox_minr,bbox_minc,bbox_maxr,bbox_maxc
2921,1.918094,2163.000000,-7.903808,-75.548149,29146,14560,29220,14649
1211,1.914547,2159.000000,-4.380324,-73.136536,16076,23503,16148,23614
648,1.913660,2158.000000,-3.774499,-71.597578,13821,29229,13917,29309
4138,1.913660,2158.000000,-10.990167,-75.375712,40581,15210,40690,15295
964,1.913660,2158.000000,-4.131651,-74.808743,15149,17315,15245,17393
4607,1.912773,2157.000000,-12.128891,-72.302066,44781,26561,44932,26752
5372,1.912773,2157.000000,-14.050653,-69.002904,51959,38852,52052,38956
2016,1.912773,2157.000000,-5.566833,-74.859397,20469,17095,20541,17251
27,1.912773,2157.000000,-0.848262,-74.274531,2936,19307,3089,19399
1263,1.911887,2156.000000,-4.433501,-76.779344,16248,9997,16343,10073
2247,1.910113,2154.000000,-5.978912,-76.994880,21991,9210,22106,9263
1398,1.909226,2153.000000,-4.573765,-77.093259,16761,8788,16922,8946
2643,1.908340,2152.000000,-6.845763,-77.664010,25199,6690,25323,6813
3043,1.908340,2152.000000,-8.234066,-76.922937,30337,9470,30498,9550
3391,1.908340,2152.000000,-9.055815,-74.224226,33422,19490,33517,19557
4127,1.908340,2152.000000,-10.966507,-74.606681,40504,18058,40591,18159
3922,1.906566,2150.000000,-10.605500,-75.109012,39091,16210,39298,16282
2305,1.905679,2149.000000,-6.046709,-77.079829,22263,8854,22334,8981
2655,1.905679,2149.000000,-6.881359,-77.293957,25335,8093,25449,8168
4854,1.903906,2147.000000,-12.671701,-70.080083,46847,34854,46907,34942
2282,1.903906,2147.000000,-6.028514,-78.260109,22145,4516,22279,4587
4059,1.903019,2146.000000,-10.855217,-75.251686,40100,15663,40173,15761
1205,1.902132,2145.000000,-4.383050,-77.670306,16048,6683,16198,6820
3350,1.900359,2143.000000,-8.949742,-75.667515,33021,14130,33127,14211
203,1.899472,2142.000000,-2.411301,-70.655088,8754,32660,8827,32867
2497,1.899472,2142.000000,-6.460477,-76.641696,23780,10501,23877,10607
5422,1.898585,2141.000000,-14.267099,-69.445337,52760,37169,52829,37312
1950,1.898585,2141.000000,-5.430393,-78.495443,19960,3644,20068,3701
4875,1.897698,2140.000000,-12.711033,-73.821008,46979,20972,47057,21064
4881,1.896811,2139.000000,-12.716136,-73.924494,46989,20571,47109,20698
276,1.895925,2138.000000,-2.773216,-73.544308,10070,22006,10217,22088
2074,1.895038,2137.000000,-5.682214,-75.075263,20899,16326,20976,16395
3690,1.895038,2137.000000,-9.794390,-74.842320,36157,17185,36239,17260
3886,1.893264,2135.000000,-10.384046,-71.137357,38355,30922,38434,31033
2602,1.888830,2130.000000,-6.723211,-75.128789,24770,16133,24840,16204
3580,1.888830,2130.000000,-9.540838,-74.847850,35153,17142,35318,17262
1061,1.887944,2129.000000,-4.228696,-75.520087,15520,14655,15573,14772
4497,1.885283,2126.000000,-11.824626,-72.738667,43710,24954,43764,25102
4695,1.885283,2126.000000,-12.322974,-73.009827,45555,23921,45605,24109
4090,1.884397,2125.000000,-10.905243,-73.840492,40263,20857,40378,21004
1333,1.884397,2125.000000,-4.494594,-73.991371,16514,20330,16556,20460
2531,1.883510,2124.000000,-6.538435,-76.132204,24082,12389,24158,12497
1454,1.882623,2123.000000,-4.658281,-75.799811,17100,13623,17178,13707
3055,1.881736,2122.000000,-8.267247,-76.453704,30482,11224,30590,11281
3254,1.880850,2121.000000,-8.678654,-76.737302,31982,10154,32134,10245
3147,1.880850,2121.000000,-8.430268,-76.968927,31112,9242,31169,9413
4943,1.880850,2121.000000,-12.795625,-73.441069,47299,22327,47383,22521
575,1.879076,2119.000000,-3.657217,-75.086794,13388,16273,13467,16360
3661,1.878189,2118.000000,-9.713032,-75.778699,35833,13721,35964,13799
4965,1.877302,2117.000000,-12.831265,-70.974383,47386,31530,47556,31631
315,1.877302,2117.000000,-2.974919,-77.033730,10862,9064,10938,9128
3950,1.877302,2117.000000,-10.659978,-75.103762,39327,16196,39480,16305
3798,1.876416,2116.000000,-10.057897,-74.929200,37130,16873,37214,16942
3173,1.876416,2116.000000,-8.488482,-74.533342,31314,18339,31395,18414
2290,1.875529,2115.000000,-6.033679,-78.218565,22178,4680,22322,4722
4391,1.875529,2115.000000,-11.525479,-75.314825,42563,15390,42682,15542
2868,1.874642,2114.000000,-7.703759,-74.859523,28397,17128,28483,17200
293,1.873755,2113.000000,-2.864647,-75.094371,10395,16267,10580,16319
17,1.871095,2110.000000,-0.591410,-75.233703,2000,15752,2095,15813
898,1.871095,2110.000000,-4.079753,-74.214433,14847,19510,15119,19597
2861,1.870208,2109.000000,-7.673518,-77.147882,28292,8626,28390,8720
273,1.869321,2108.000000,-2.779581,-76.442090,10044,11226,10242,11353
4208,1.869321,2108.000000,-11.128534,-71.437954,41103,29817,41195,29902
4575,1.868435,2107.000000,-12.057215,-72.399442,44562,26140,44654,26396
522,1.868435,2107.000000,-3.551210,-75.349175,12997,15275,13096,15434
1442,1.866661,2105.000000,-4.639733,-76.890997,17031,9570,17129,9682
3571,1.865774,2104.000000,-9.507735,-73.692145,35083,21423,35184,21563
3106,1.864888,2103.000000,-8.342814,-75.162435,30785,15987,30857,16085
728,1.864888,2103.000000,-3.868819,-75.789518,14182,13667,14258,13760
5248,1.864001,2102.000000,-13.355020,-73.056200,49376,23761,49451,23919
3769,1.864001,2102.000000,-9.972405,-72.515636,36769,25834,36937,25900
45,1.863114,2101.000000,-1.017919,-74.307310,3600,19174,3672,19254
3344,1.863114,2101.000000,-8.935789,-73.892697,32988,20710,33048,20802
301,1.862227,2100.000000,-2.906641,-73.472784,10599,22259,10692,22361
1139,1.862227,2100.000000,-4.311717,-75.170492,15817,15976,15905,16046
4091,1.862227,2100.000000,-10.900450,-74.142119,40265,19744,40340,19892
2463,1.860454,2098.000000,-6.390259,-77.866112,23541,5952,23610,6055
549,1.859567,2097.000000,-3.600869,-75.026931,13182,16503,13256,16586
1330,1.858680,2096.000000,-4.522092,-77.128326,16498,8658,16774,8805
1218,1.857793,2095.000000,-4.395370,-75.672360,16118,14099,16217,14181
30,1.856020,2093.000000,-0.939550,-75.216553,3212,15783,3449,15935
4065,1.855133,2092.000000,-10.870974,-75.211985,40132,15810,40244,15907
4135,1.855133,2092.000000,-10.980312,-75.306759,40558,15447,40650,15566
4422,1.854246,2091.000000,-11.613616,-74.324972,42899,19117,42997,19183
1905,1.854246,2091.000000,-5.324535,-72.905689,19563,24387,19675,24449
173,1.853359,2090.000000,-2.337373,-73.908051,8490,20654,8562,20763
4778,1.852473,2089.000000,-12.549460,-70.089454,46362,34825,46495,34909
2010,1.852473,2089.000000,-5.555616,-74.106619,20445,19914,20502,20013
4125,1.849812,2086.000000,-10.960520,-75.251900,40492,15632,40566,15774
4996,1.848926,2085.000000,-12.862877,-73.097698,47540,23663,47630,23759
1453,1.848926,2085.000000,-4.662087,-75.243944,17099,15673,17214,15772
2342,1.845379,2081.000000,-6.116364,-75.699187,22513,14015,22592,14082
1815,1.842718,2078.000000,-5.186055,-74.413530,19026,18788,19171,18855
4377,1.842718,2078.000000,-11.486713,-74.382288,42434,18897,42513,18980
2723,1.840945,2076.000000,-7.125795,-77.532390,26254,7199,26342,7294
4168,1.836511,2071.000000,-11.042570,-74.597814,40780,18080,40874,18190
2133,1.835624,2070.000000,-5.784539,-76.618678,21274,10589,21382,10683
3787,1.835624,2070.000000,-10.015303,-72.920107,36975,24256,37090,24452
171,1.834737,2069.000000,-2.335654,-73.663778,8478,21553,8584,21650
2051,1.834737,2069.000000,-5.625650,-74.715113,20688,17669,20776,17736
4766,1.833850,2068.000000,-12.516131,-72.727324,46252,25036,46354,25105
2855,1.833850,2068.000000,-7.648763,-76.723962,28199,10217,28275,10278
427,1.832964,2067.000000,-3.385285,-71.883834,12319,28135,12478,28264
222,1.832964,2067.000000,-2.470964,-72.161001,8926,27117,9072,27286
2603,1.832964,2067.000000,-6.734190,-76.771940,24791,10035,24940,10098
593,1.832077,2066.000000,-3.698147,-76.161792,13524,12294,13630,12363
3111,1.830303,2064.000000,-8.353433,-75.363137,30833,15223,30889,15352
4577,1.829417,2063.000000,-12.055027,-72.724303,44568,25007,44604,25201
516,1.829417,2063.000000,-3.535858,-77.773908,12937,6320,13027,6377
2708,1.829417,2063.000000,-7.073498,-75.623277,26070,14284,26145,14366
4093,1.827643,2061.000000,-10.906820,-74.742841,40274,17546,40368,17642
1203,1.825869,2059.000000,-4.376548,-75.935071,16041,13127,16146,13210
2864,1.824983,2058.000000,-7.694626,-77.006429,28368,9160,28449,9234
1237,1.824983,2058.000000,-4.412053,-73.558755,16179,21943,16264,22020
3359,1.823209,2056.000000,-8.975402,-76.720817,33123,10222,33194,10295
464,1.822322,2055.000000,-3.460495,-77.835960,12613,6062,12774,6161
1791,1.822322,2055.000000,-5.126965,-75.291951,18842,15511,18950,15626
691,1.821436,2054.000000,-3.838017,-78.453421,14054,3792,14148,3862
1286,1.820549,2053.000000,-4.443535,-77.641800,16327,6778,16387,6913
970,1.818775,2051.000000,-4.158465,-70.111683,15165,34726,15404,34844
4574,1.817888,2050.000000,-12.055704,-74.405654,44545,18809,44637,18888
2811,1.817002,2049.000000,-7.497233,-77.417063,27638,7585,27724,7761
4425,1.816115,2048.000000,-11.619196,-71.953994,42924,27883,43027,27988
2381,1.815228,2047.000000,-6.197157,-75.804064,22819,13614,22887,13718
724,1.814341,2046.000000,-3.868197,-75.825648,14176,13528,14251,13630
3108,1.814341,2046.000000,-8.344278,-73.790713,30790,21065,30855,21187
369,1.814341,2046.000000,-3.220264,-76.424793,11758,11311,11848,11418
1911,1.813455,2045.000000,-5.340717,-74.755830,19613,17525,19714,17580
5121,1.812568,2044.000000,-13.056116,-73.065485,48257,23778,48349,23867
3046,1.812568,2044.000000,-8.235848,-75.122832,30377,16152,30461,16218
4110,1.812568,2044.000000,-10.934205,-74.902612,40392,16953,40479,17078
2772,1.811681,2043.000000,-7.356347,-77.509022,27111,7282,27195,7387
3973,1.809908,2041.000000,-10.714553,-71.450040,39542,29744,39725,29864
3928,1.809908,2041.000000,-10.593463,-75.162433,39135,16005,39202,16079
2679,1.809021,2040.000000,-7.012267,-77.178817,25672,8481,26078,8606
2445,1.808134,2039.000000,-6.367174,-77.249407,23433,8247,23554,8333
3398,1.807247,2038.000000,-9.070112,-76.345706,33475,11608,33545,11702
1110,1.807247,2038.000000,-4.296592,-75.129574,15714,16117,15889,16202
1449,1.805474,2036.000000,-4.656065,-76.598061,17080,10664,17177,10749
3623,1.805474,2036.000000,-9.641014,-75.896347,35580,13283,35677,13346
3304,1.804587,2035.000000,-8.782376,-73.885903,32403,20706,32481,20861
4433,1.804587,2035.000000,-11.648249,-73.036343,43036,23881,43135,23966
3204,1.804587,2035.000000,-8.540752,-76.537956,31508,10873,31585,11000
3285,1.803700,2034.000000,-8.737979,-76.991409,32255,9197,32307,9311
5347,1.803700,2034.000000,-13.916070,-69.041482,51457,38713,51536,38790
3901,1.803700,2034.000000,-10.485104,-73.676565,38741,21456,38787,21656
2105,1.800153,2030.000000,-5.737566,-77.031851,21089,9071,21198,9145
3459,1.799266,2029.000000,-9.222342,-74.552069,34030,18273,34128,18334
725,1.798379,2028.000000,-3.869376,-70.769899,14177,32283,14255,32379
1954,1.798379,2028.000000,-5.432670,-76.668135,19982,10420,20049,10485
4671,1.798379,2028.000000,-12.282601,-69.111554,45375,38425,45498,38568
1187,1.796606,2026.000000,-4.353581,-71.957317,15977,27892,16042,27971
2196,1.796606,2026.000000,-5.907504,-77.228218,21747,8339,21811,8417
5011,1.794832,2024.000000,-12.878742,-72.533076,47588,25745,47695,25834
1422,1.794832,2024.000000,-4.609915,-77.443485,16907,7545,17005,7604
1772,1.793946,2023.000000,-5.093318,-76.187235,18716,12209,18795,12271
287,1.793946,2023.000000,-2.803866,-76.484983,10237,11087,10285,11180
1172,1.793059,2022.000000,-4.354416,-78.360329,15902,4120,16156,4224
387,1.791285,2020.000000,-3.283454,-72.417201,11989,26193,12099,26271
90,1.791285,2020.000000,-1.794786,-74.723646,6484,17614,6554,17712
151,1.791285,2020.000000,-2.259753,-74.457118,8205,18539,8297,18747
1940,1.790398,2019.000000,-5.406325,-78.582329,19873,3307,19960,3384
1503,1.789512,2018.000000,-4.726313,-75.723486,17345,13899,17479,14006
2649,1.789512,2018.000000,-6.862603,-77.771267,25253,6327,25366,6412
89,1.787738,2016.000000,-1.806220,-73.345993,6464,22640,6645,22853
4372,1.787738,2016.000000,-11.473061,-74.416320,42372,18776,42478,18849
2387,1.787738,2016.000000,-6.224244,-75.764061,22901,13767,22985,13856
2466,1.787738,2016.000000,-6.404859,-76.625832,23586,10563,23662,10664
4887,1.786851,2015.000000,-12.720766,-72.066073,47010,27479,47110,27577
558,1.785078,2013.000000,-3.618241,-72.330551,13241,26480,13321,26621
3182,1.785078,2013.000000,-8.506936,-76.884521,31374,9607,31471,9692
3420,1.784191,2012.000000,-9.123110,-75.693225,33601,14044,33859,14094
5009,1.784191,2012.000000,-12.865908,-70.425365,47584,33512,47612,33724
2152,1.783304,2011.000000,-5.811620,-79.251295,21393,814,21447,920
450,1.783304,2011.000000,-3.447253,-77.571675,12564,7029,12722,7178
1374,1.783304,2011.000000,-4.543885,-76.545984,16647,10880,16788,10948
3380,1.782418,2010.000000,-9.024015,-76.085231,33304,12575,33378,12646
5396,1.781531,2009.000000,-14.155611,-69.513595,52344,36960,52442,37043
2992,1.779757,2007.000000,-8.101332,-75.305050,29887,15473,29953,15549
3312,1.778870,2006.000000,-8.806884,-74.163928,32497,19666,32592,19804
5364,1.778870,2006.000000,-14.010224,-69.351410,51803,37559,51886,37656
4405,1.778870,2006.000000,-11.557086,-74.291175,42688,19237,42804,19310
1785,1.778870,2006.000000,-5.115992,-75.215630,18813,15773,18896,15909
3397,1.777984,2005.000000,-9.070816,-75.689765,33459,14011,33562,14154
903,1.777097,2004.000000,-4.054102,-70.299159,14864,34055,14949,34108
1159,1.777097,2004.000000,-4.326699,-78.192439,15877,4752,15960,4829
443,1.777097,2004.000000,-3.426767,-77.593549,12514,6976,12625,7081
2596,1.776210,2003.000000,-6.717732,-75.109235,24708,16196,24834,16267
3125,1.775323,2002.000000,-8.383494,-75.714546,30908,13951,31064,14044
333,1.775323,2002.000000,-3.051441,-77.827962,11121,6115,11231,6184
1170,1.774437,2001.000000,-4.354563,-73.301224,15900,22867,16155,23004
2697,1.773550,2000.000000,-7.063704,-76.923554,25976,9455,26161,9539
2,1.773550,2000.000000,-0.272187,-74.883504,808,17038,911,17118
769,1.773550,2000.000000,-3.918152,-74.768738,14334,17472,14442,17531
2661,1.772663,1999.000000,-6.894351,-77.595738,25392,6974,25487,7043
888,1.772663,1999.000000,-4.043322,-74.884152,14788,17045,14922,17103
3775,1.772663,1999.000000,-9.984490,-75.478831,36846,14820,36964,14899
3941,1.772663,1999.000000,-10.624317,-73.399860,39241,22528,39322,22626
256,1.771776,1998.000000,-2.676330,-76.501456,9698,11020,9862,11123
4824,1.771776,1998.000000,-12.632355,-71.758294,46661,28612,46793,28739
998,1.771776,1998.000000,-4.191272,-76.516096,15304,10899,15522,11126
3122,1.771776,1998.000000,-8.375182,-76.495522,30883,11062,30985,11128
3912,1.770003,1996.000000,-10.538294,-73.798190,38925,20978,39018,21208
3469,1.769116,1995.000000,-9.257024,-74.273832,34120,19285,34276,19361
3735,1.769116,1995.000000,-9.894926,-75.535135,36520,14590,36622,14722
1516,1.769116,1995.000000,-4.769794,-76.470658,17416,11047,17755,11293
4380,1.769116,1995.000000,-11.487403,-69.488612,42455,37064,42511,37129
2616,1.769116,1995.000000,-6.761560,-77.306453,24892,8054,25012,8112
3022,1.768229,1994.000000,-8.168961,-76.964704,30136,9288,30198,9402
5093,1.768229,1994.000000,-13.000390,-68.945968,48045,39072,48134,39150
5070,1.768229,1994.000000,-12.962112,-73.551887,47901,21967,48003,22066
2716,1.768229,1994.000000,-7.094422,-77.046532,26124,9023,26242,9081
391,1.767342,1993.000000,-3.293733,-77.105682,12031,8806,12143,8862
4724,1.764682,1990.000000,-12.411822,-71.798463,45873,28449,46002,28624
3794,1.763795,1989.000000,-10.039903,-70.983401,37072,31505,37157,31588
624,1.763795,1989.000000,-3.754534,-77.532109,13726,7160,13845,7394
3258,1.763795,1989.000000,-8.681164,-75.312804,32023,15440,32106,15530
2801,1.762908,1988.000000,-7.467313,-76.648422,27490,10478,27615,10570
993,1.762908,1988.000000,-4.165719,-74.757470,15261,17476,15350,17595
285,1.762908,1988.000000,-2.797896,-70.440455,10201,33530,10272,33591
3876,1.762022,1987.000000,-10.324673,-75.799723,38138,13624,38212,13709
490,1.761135,1986.000000,-3.488332,-76.456200,12759,11200,12849,11272
3093,1.760248,1985.000000,-8.324565,-74.150150,30703,19769,30789,19827
2243,1.760248,1985.000000,-5.970309,-77.382421,21979,7752,22046,7860
5090,1.760248,1985.000000,-12.993994,-72.859577,48011,24516,48119,24634
628,1.758475,1983.000000,-3.748464,-75.634499,13741,14241,13796,14323
2792,1.758475,1983.000000,-7.430519,-76.819968,27390,9853,27473,9926
1973,1.756701,1981.000000,-5.479819,-73.858100,20150,20828,20249,20918
3328,1.755814,1980.000000,-8.876769,-76.119495,32750,12452,32845,12525
3290,1.754041,1978.000000,-8.756754,-76.904393,32297,9529,32412,9615
3008,1.754041,1978.000000,-8.147410,-77.171003,30051,8516,30120,8651
1255,1.754041,1978.000000,-4.424547,-74.375005,16219,18918,16326,19029
1571,1.754041,1978.000000,-4.829037,-76.024889,17728,12795,17837,12881
243,1.753154,1977.000000,-2.583752,-73.423460,9385,22412,9520,22554
4637,1.750494,1974.000000,-12.196310,-71.588516,45078,29191,45159,29403
1526,1.750494,1974.000000,-4.762363,-74.531608,17493,18291,17598,18451
3175,1.749607,1973.000000,-8.489069,-75.248787,31332,15676,31386,15757
1939,1.749607,1973.000000,-5.401604,-76.612428,19868,10615,19933,10688
2406,1.748720,1972.000000,-6.277431,-77.223181,23120,8335,23196,8440
3627,1.748720,1972.000000,-9.638563,-75.354950,35598,15293,35656,15365
1859,1.747833,1971.000000,-5.253456,-73.164406,19314,23401,19382,23493
521,1.747833,1971.000000,-3.555860,-77.524866,12997,7173,13116,7392
5220,1.747833,1971.000000,-13.279146,-73.434561,49076,22396,49184,22487
4852,1.746947,1970.000000,-12.673946,-73.121212,46841,23579,46954,23644
4576,1.746060,1969.000000,-12.060380,-69.839949,44562,35748,44665,35847
1334,1.746060,1969.000000,-4.500512,-74.309517,16517,19134,16587,19253
5158,1.746060,1969.000000,-13.126319,-73.472622,48534,22237,48597,22389
4318,1.746060,1969.000000,-11.338319,-74.571138,41884,18197,41982,18282
3144,1.746060,1969.000000,-8.427353,-76.369537,31063,11534,31197,11589
2378,1.746060,1969.000000,-6.244320,-74.909893,22793,16913,23278,17070
1487,1.745173,1968.000000,-4.689669,-74.618403,17219,18015,17301,18098
2896,1.745173,1968.000000,-7.802322,-74.744146,28769,17559,28848,17627
4448,1.742513,1965.000000,-11.688379,-72.210960,43155,26928,43281,27046
1479,1.740739,1963.000000,-4.684071,-74.289697,17191,19130,17294,19375
69,1.738966,1961.000000,-1.459867,-74.863797,5233,17116,5319,17182
505,1.738079,1960.000000,-3.520097,-74.852543,12877,17115,12967,17269
999,1.738079,1960.000000,-4.178903,-76.617342,15308,10604,15429,10697
2745,1.738079,1960.000000,-7.262600,-77.052554,26705,8993,26875,9055
3857,1.737192,1959.000000,-10.262690,-71.380165,37910,30023,37999,30150
4762,1.735418,1957.000000,-12.518575,-68.892925,46233,39146,46353,39356
1602,1.733645,1955.000000,-4.877413,-76.661383,17924,10407,18012,10556
11,1.733645,1955.000000,-0.438395,-75.347859,1448,15322,1542,15386
3696,1.732758,1954.000000,-9.795996,-73.800427,36177,21059,36234,21131
3676,1.732758,1954.000000,-9.746433,-75.121851,35973,16159,36069,16219
5003,1.732758,1954.000000,-12.864472,-69.324783,47557,37667,47630,37738
3152,1.731871,1953.000000,-8.444462,-74.625196,31146,17997,31229,18065
1389,1.731871,1953.000000,-4.554014,-76.576534,16713,10762,16798,10830
5177,1.731871,1953.000000,-13.190789,-69.212727,48705,38089,48889,38143
4936,1.730985,1952.000000,-12.788164,-73.144328,47262,23452,47366,23591
237,1.730985,1952.000000,-2.517457,-73.616301,9164,21737,9232,21816
1757,1.730985,1952.000000,-5.068957,-76.564198,18628,10803,18699,10879
3209,1.729211,1950.000000,-8.549935,-74.872125,31551,17083,31619,17153
4454,1.727437,1948.000000,-11.700015,-71.636554,43227,29048,43304,29180
1160,1.727437,1948.000000,-4.327141,-74.843301,15880,17189,15950,17265
746,1.726551,1947.000000,-3.884799,-70.790525,14249,32198,14299,32321
4539,1.725664,1946.000000,-11.964336,-69.182176,44213,38198,44295,38259
3869,1.725664,1946.000000,-10.303538,-74.855715,38048,17136,38123,17218
5302,1.724777,1945.000000,-13.632360,-70.082114,50404,34854,50481,34971
3176,1.724777,1945.000000,-8.498961,-75.277879,31334,15574,31449,15645
357,1.721230,1941.000000,-3.166102,-70.517888,11574,33232,11662,33315
3841,1.719456,1939.000000,-10.190240,-71.023276,37596,31343,37729,31449
908,1.719456,1939.000000,-4.058076,-71.529882,14878,29488,14962,29547
4046,1.719456,1939.000000,-10.828039,-74.246840,39996,19404,40071,19475
2920,1.719456,1939.000000,-7.903528,-75.006735,29143,16546,29247,16678
3019,1.718570,1938.000000,-8.162733,-77.169061,30117,8530,30180,8653
4733,1.718570,1938.000000,-12.430504,-69.323503,45946,37658,46015,37748
3340,1.717683,1937.000000,-8.949871,-73.178562,32954,23380,33128,23421
31,1.717683,1937.000000,-0.937219,-74.290825,3269,19241,3392,19312
1599,1.716796,1936.000000,-4.876345,-78.314000,17894,4299,17996,4384
5384,1.716796,1936.000000,-14.104297,-69.694521,52152,36268,52242,36395
2898,1.715023,1934.000000,-7.806637,-77.301867,28784,8036,28864,8173
2174,1.715023,1934.000000,-5.875395,-77.765855,21593,6341,21709,6439
4281,1.714136,1933.000000,-11.280401,-74.222494,41591,19499,41857,19566
3785,1.714136,1933.000000,-9.997349,-72.833692,36901,24628,37034,24737
4151,1.714136,1933.000000,-11.009447,-75.333180,40649,15365,40774,15451
191,1.713249,1932.000000,-2.381691,-73.684605,8648,21486,8733,21568
2246,1.712362,1931.000000,-5.977650,-74.456268,21988,18584,22104,18712
4015,1.711476,1930.000000,-10.778248,-74.270174,39819,19309,39885,19399
2335,1.711476,1930.000000,-6.110333,-77.983609,22488,5525,22567,5615
5103,1.710589,1929.000000,-13.016523,-73.250619,48105,23053,48202,23204
1312,1.710589,1929.000000,-4.464888,-77.207884,16391,8404,16475,8489
4284,1.709702,1928.000000,-11.260795,-73.704524,41605,21413,41694,21488
2085,1.707928,1926.000000,-5.698430,-77.643575,20968,6783,21036,6871
4544,1.707928,1926.000000,-11.975960,-69.241548,44254,37965,44336,38046
210,1.707928,1926.000000,-2.422568,-73.931743,8809,20550,8874,20653
1549,1.707042,1925.000000,-4.805955,-76.330272,17604,11662,17758,11781
4616,1.707042,1925.000000,-12.157325,-74.021597,44924,20237,45013,20311
3784,1.707042,1925.000000,-9.998237,-75.501281,36894,14729,37009,14843
3978,1.705268,1923.000000,-10.711996,-70.682597,39585,32570,39632,32768
3867,1.705268,1923.000000,-10.310848,-71.510043,38029,29558,38205,29646
3384,1.704381,1922.000000,-9.046767,-75.240221,33343,15717,33514,15778
4028,1.704381,1922.000000,-10.801669,-70.823458,39887,32026,39970,32246
1199,1.703495,1921.000000,-4.370593,-78.132114,16016,4940,16127,5107
2539,1.703495,1921.000000,-6.564297,-77.279689,24161,8145,24263,8225
5410,1.703495,1921.000000,-14.208905,-68.837081,52534,39474,52624,39549
230,1.703495,1921.000000,-2.482257,-72.264773,8997,26749,9117,26852
209,1.702608,1920.000000,-2.424386,-73.750010,8792,21239,8920,21325
4036,1.700834,1918.000000,-10.807916,-74.400824,39918,18806,39998,18906
5385,1.699947,1917.000000,-14.113471,-69.377946,52181,37440,52265,37572
5138,1.699061,1916.000000,-13.080869,-72.672054,48351,25240,48431,25311
4508,1.698174,1915.000000,-11.856950,-69.011250,43804,38842,43897,38885
3301,1.698174,1915.000000,-8.777353,-74.650592,32377,17914,32465,17968
4979,1.697287,1914.000000,-12.844379,-69.431491,47432,37252,47637,37356
4083,1.697287,1914.000000,-10.895163,-75.391683,40238,15153,40325,15221
2674,1.697287,1914.000000,-6.941714,-77.708195,25568,6537,25666,6646
5425,1.696400,1913.000000,-14.285236,-69.404784,52822,37357,52924,37463
5066,1.696400,1913.000000,-12.962658,-73.316177,47893,22857,47998,22950
3017,1.694627,1911.000000,-8.166130,-76.945048,30110,9385,30211,9465
638,1.692853,1909.000000,-3.762080,-75.650478,13789,14192,13844,14265
1183,1.691966,1908.000000,-4.353673,-74.377189,15962,18927,16075,18977
4652,1.691080,1907.000000,-12.228859,-71.138330,45204,30923,45271,31037
1896,1.690193,1906.000000,-5.319573,-78.739840,19505,2726,19666,2809
3788,1.689306,1905.000000,-10.017121,-75.471847,36976,14834,37096,14926
2173,1.689306,1905.000000,-5.867661,-79.279555,21588,714,21682,796
2504,1.689306,1905.000000,-6.475127,-76.654991,23832,10466,23928,10532
5064,1.688419,1904.000000,-12.957483,-72.804989,47889,24754,48019,24822
552,1.688419,1904.000000,-3.608884,-76.428707,13206,11314,13305,11369
1991,1.688419,1904.000000,-5.517332,-79.225797,20295,906,20367,1007
571,1.687533,1903.000000,-3.642799,-74.888616,13354,17002,13396,17116
733,1.687533,1903.000000,-3.871857,-71.736682,14193,28697,14271,28789
2289,1.685759,1901.000000,-6.031960,-77.151777,22175,8636,22303,8681
378,1.683985,1899.000000,-3.248563,-76.634212,11857,10529,11952,10627
3493,1.683985,1899.000000,-9.298343,-74.320290,34310,19127,34411,19195
1077,1.683985,1899.000000,-4.254756,-74.868542,15598,17104,15681,17163
4458,1.683099,1898.000000,-11.711723,-74.079796,43287,20020,43355,20101
3509,1.680438,1895.000000,-9.326084,-75.347405,34433,15298,34495,15404
4999,1.680438,1895.000000,-12.872091,-73.177002,47543,23373,47667,23444
4414,1.678665,1893.000000,-11.581525,-71.145958,42805,30783,42865,31051
5155,1.677778,1892.000000,-13.139032,-68.880132,48506,39286,48739,39403
776,1.677778,1892.000000,-3.927559,-74.997386,14365,16612,14486,16691
577,1.676891,1891.000000,-3.663805,-72.998572,13408,24044,13507,24095
231,1.676891,1891.000000,-2.486957,-72.378136,9015,26266,9122,26470
2334,1.676005,1890.000000,-6.109827,-77.813337,22483,6163,22577,6236
1382,1.676005,1890.000000,-4.551278,-74.096909,16680,19956,16781,20046
253,1.676005,1890.000000,-2.649961,-70.190881,9629,34343,9748,34582
4619,1.674231,1888.000000,-12.156851,-69.178496,44940,38202,44987,38301
5281,1.674231,1888.000000,-13.467671,-71.006081,49766,31420,49894,31504
5225,1.673344,1887.000000,-13.286051,-73.159137,49125,23391,49191,23541
1131,1.673344,1887.000000,-4.302203,-75.966965,15783,12996,15860,13100
2576,1.673344,1887.000000,-6.652135,-75.002328,24517,16567,24571,16687
2043,1.672457,1886.000000,-5.613553,-79.199483,20639,1005,20746,1104
4339,1.671571,1885.000000,-11.369303,-73.248052,42022,23019,42078,23262
1192,1.671571,1885.000000,-4.356859,-71.181005,15991,30787,16088,30842
3033,1.670684,1884.000000,-8.206420,-77.127785,30250,8701,30351,8813
475,1.668910,1882.000000,-3.465149,-76.445324,12678,11234,12755,11324
3553,1.668024,1881.000000,-9.454467,-76.401641,34904,11398,34989,11503
3504,1.668024,1881.000000,-9.312885,-76.127570,34373,12423,34464,12493
4972,1.667137,1880.000000,-12.825785,-70.143701,47420,34603,47479,34712
245,1.666250,1879.000000,-2.599712,-76.117567,9442,12464,9556,12529
