geocode,departamento,distrito,rmse,mae
200303,Piura,El Carmen De La Frontera,0.01236,0.008727
10513,Amazonas,Ocumal,0.009395,0.008691
220702,San Martin,Buenos Aires,0.009028,0.008666
10514,Amazonas,Pisuquia,0.011402,0.008593
220906,San Martin,El Porvenir,0.010741,0.008581
220302,San Martin,Agua Blanca,0.010659,0.008402
100905,Huanuco,Yuyapichis,0.00881,0.008311
10512,Amazonas,Ocalli,0.009939,0.008251
10306,Amazonas,Florida,0.009165,0.008149
100605,Huanuco,Luyando,0.008845,0.008074
10302,Amazonas,Chisquilla,0.008451,0.007993
80903,Cusco,Huayopata,0.010163,0.007974
220605,San Martin,Pajarillo,0.009959,0.007936
10308,Amazonas,Recta,0.009125,0.007922
100608,Huanuco,Castillo Grande,0.011564,0.007916
160603,Loreto,Padre Marquez,0.009936,0.007872
10523,Amazonas,Trita,0.01063,0.007804
10510,Amazonas,Luya Viejo,0.011199,0.007768
10203,Amazonas,Copallin,0.008203,0.007751
10105,Amazonas,Chiliquin,0.009001,0.007554
220710,San Martin,Tres Unidos,0.008611,0.007535
220106,San Martin,Yantalo,0.008474,0.00741
120604,Junin,Mazamari,0.008581,0.007357
220304,San Martin,Santa Rosa,0.009266,0.007341
220708,San Martin,Shamboyacu,0.010635,0.007309
10104,Amazonas,Cheto,0.008283,0.007252
220908,San Martin,Juan Guerra,0.009453,0.007214
120603,Junin,Llaylla,0.008603,0.007169
80905,Cusco,Ocobamba,0.008766,0.00715
10522,Amazonas,Tingo,0.007942,0.007066
220401,San Martin,Saposoa,0.0081,0.007004
220913,San Martin,Sauce,0.008211,0.006843
10604,Amazonas,Huambo,0.007791,0.006812
10301,Amazonas,Jumbilla,0.007516,0.006778
10111,Amazonas,Levanto,0.008376,0.006766
10608,Amazonas,Milpuc,0.01078,0.006701
160112,Loreto,Belen,0.009162,0.006658
10117,Amazonas,Quinjalca,0.007579,0.006625
120601,Junin,Satipo,0.008686,0.006446
50512,Ayacucho,Union Progreso,0.010251,0.006428
10102,Amazonas,Asuncion,0.009401,0.006401
220405,San Martin,Sacanche,0.007694,0.006308
10521,Amazonas,Santo Tomas,0.006397,0.006235
170102,Madre De Dios,Inambari,0.007493,0.006187
220305,San Martin,Shatoja,0.010079,0.00613
220707,San Martin,San Hilarion,0.007447,0.006127
81304,Cusco,Machupicchu,0.00763,0.006085
220301,San Martin,San Jose De Sisa,0.007431,0.006043
220808,San Martin,Yorongos,0.007222,0.005968
220511,San Martin,Zapatero,0.006411,0.005958
211205,Puno,Phara,0.006094,0.005882
220205,San Martin,San Pablo,0.007079,0.005822
100901,Huanuco,Puerto Inca,0.006286,0.005793
220503,San Martin,Barranquita,0.009322,0.005785
10304,Amazonas,Corosha,0.006871,0.005758
60812,Cajamarca,Santa Rosa,0.007046,0.005741
170204,Madre De Dios,Huepetuhe,0.007768,0.005731
220701,San Martin,Picota,0.007401,0.005706
10605,Amazonas,Limabamba,0.008664,0.005616
220102,San Martin,Calzada,0.008433,0.005592
10311,Amazonas,Valera,0.006755,0.005574
60903,Cajamarca,Huarango,0.006074,0.005545
220803,San Martin,Elias Soplin Vargas,0.007519,0.005464
10120,Amazonas,Soloco,0.006539,0.005412
10707,Amazonas,Yamon,0.007146,0.005374
120609,Junin,Vizcatán Del Ene,0.006848,0.005356
10202,Amazonas,Aramango,0.00596,0.005346
100507,Huanuco,Monzon,0.007662,0.005277
220704,San Martin,Pilluana,0.006157,0.00517
160503,Loreto,Capelo,0.006505,0.005163
80901,Cusco,Santa Ana,0.005956,0.005047
10507,Amazonas,Longuita,0.006683,0.005004
80904,Cusco,Maranura,0.005918,0.004991
100902,Huanuco,Codo Del Pozuzo,0.005396,0.00488
160211,Loreto,Teniente Cesar Lopez Rojas,0.006015,0.004858
100601,Huanuco,Rupa-Rupa,0.007017,0.004845
10517,Amazonas,San Francisco Del Yeso,0.005255,0.004838
120302,Junin,Perene,0.004869,0.004761
220807,San Martin,San Fernando,0.005731,0.004658
80408,Cusco,Yanatile,0.005269,0.004631
100609,Huanuco,Pueblo Nuevo,0.006811,0.004577
80918,Cusco,Union Ashaninka,0.005591,0.004555
220404,San Martin,Piscoyacu,0.005312,0.004549
80906,Cusco,Quellouno,0.005122,0.004519
220403,San Martin,El Eslabon,0.006059,0.004506
220505,San Martin,Cuñumbuqui,0.005443,0.004477
220914,San Martin,Shapaja,0.005032,0.004459
50502,Ayacucho,Anco,0.005216,0.004378
220912,San Martin,San Antonio,0.004724,0.00436
50409,Ayacucho,Canayre,0.005167,0.004356
10516,Amazonas,San Cristobal,0.004631,0.00435
10606,Amazonas,Longar,0.004803,0.00426
10114,Amazonas,Molinopampa,0.005466,0.004181
50507,Ayacucho,Santa Rosa,0.00592,0.004149
10502,Amazonas,Camporredondo,0.005028,0.004084
100606,Huanuco,Mariano Damaso Beraun,0.004709,0.004061
220504,San Martin,Caynarachi,0.004201,0.003909
10703,Amazonas,Cumba,0.004851,0.003743
220910,San Martin,Morales,0.004374,0.003692
10603,Amazonas,Cochamal,0.004088,0.003656
220802,San Martin,Awajun,0.004711,0.003645
10519,Amazonas,San Juan De Lopecancha,0.00383,0.003351
120303,Junin,Pichanaqui,0.003582,0.003186
10602,Amazonas,Chirimoto,0.003493,0.003147
221001,San Martin,Tocache,0.004482,0.003109
220101,San Martin,Moyobamba,0.003459,0.002989
10511,Amazonas,Maria,0.003449,0.002982
10520,Amazonas,Santa Catalina,0.003576,0.002981
220506,San Martin,Pinto Recodo,0.004168,0.002946
10518,Amazonas,San Jeronimo,0.003477,0.002935
10609,Amazonas,Omia,0.003786,0.002895
10206,Amazonas,La Peca,0.003842,0.002737
10601,Amazonas,San Nicolas,0.003804,0.002612
221002,San Martin,Nuevo Progreso,0.002607,0.002403
220909,San Martin,La Banda De Shilcayo,0.002457,0.00239
50408,Ayacucho,Llochegua,0.002964,0.002372
221006,San Martin,Santa Lucia,0.002795,0.002285
221005,San Martin,Uchiza,0.002513,0.00227
220804,San Martin,Nueva Cajamarca,0.002575,0.002227
220809,San Martin,Yuracyacu,0.002447,0.001694
