geocode,pct_bosque_mean,pct_bosque_min,pct_bosque_max,pct_no_bosque_mean,pct_no_bosque_min,pct_no_bosque_max
060809,0.2817640343988349,0.24850897049062348,0.40964713719902845,0.7182359656011651,0.5903528628009715,0.7514910295093765
060810,0.3305276320816979,0.2851401576991212,0.44819549133349545,0.6694723679183021,0.5518045086665045,0.7148598423008788
060811,0.49794613537657567,0.44199004272448006,0.5924649553334981,0.5020538646234243,0.40753504466650187,0.5580099572755199
060812,0.32882508264995064,0.3018877105605885,0.34309962360282226,0.6711749173500494,0.6569003763971777,0.6981122894394115
060901,0.28584406410961644,0.23943341501225185,0.36212681902285343,0.7141559358903835,0.6378731809771466,0.7605665849877482
060902,0.3638123786456352,0.32071081129771606,0.4178393418339772,0.6361876213543647,0.5821606581660228,0.6792891887022839
060903,0.643618029044035,0.6159588152011704,0.6738369189500506,0.35638197095596497,0.3261630810499494,0.3840411847988297
060904,0.39344306304323906,0.32722851798877767,0.4786819232038728,0.6065569369567609,0.5213180767961272,0.6727714820112224
060907,0.6570590861692505,0.6268111558559025,0.7084233510200084,0.3429409138307494,0.2915766489799916,0.3731888441440974
080408,0.49702657231341457,0.48107462540200385,0.5111344017245562,0.5029734276865854,0.4888655982754439,0.5189253745979961
080901,0.5431136784289619,0.5107589030173038,0.5936785180532633,0.45688632157103815,0.4063214819467367,0.48924109698269624
080903,0.5424813550627416,0.5222752742482835,0.5663194170415384,0.4575186449372583,0.43368058295846157,0.47772472575171654
080904,0.524409273648917,0.4711933175488498,0.5783212301303544,0.47559072635108296,0.4216787698696456,0.5288066824511503
080905,0.4696499610270263,0.4471832801393524,0.5009993459010642,0.5303500389729737,0.49900065409893574,0.5528167198606476
