geocode,departamento,distrito,anio,pct_rios_lagos
160101,Loreto,Iquitos,2002,0.042877
010507,Amazonas,Longuita,2002,0.0
221001,San Martin,Tocache,2002,0.015518
010511,Amazonas,Maria,2002,0.0
080901,Cusco,Santa Ana,2002,0.006766
120302,Junin,Perene,2002,0.005
050409,Ayacucho,Canayre,2002,0.019382
221002,San Martin,Nuevo Progreso,2002,0.010953
200303,Piura,El Carmen De La Frontera,2002,0.004246
100609,Huanuco,Pueblo Nuevo,2002,0.013154
080903,Cusco,Huayopata,2002,0.005049
010604,Amazonas,Huambo,2002,0.0
100505,Huanuco,Jircan,2002,0.001638
010512,Amazonas,Ocalli,2002,0.0
010101,Amazonas,Chachapoyas,2002,0.001916
060903,Cajamarca,Huarango,2002,0.003816
010116,Amazonas,Olleros,2002,0.00015
010605,Amazonas,Limabamba,2002,0.000344
100804,Huanuco,Umari,2002,0.00083
220504,San Martin,Caynarachi,2002,0.004179
080905,Cusco,Ocobamba,2002,0.004139
010517,Amazonas,San Francisco Del Yeso,2002,0.00172
120609,Junin,Vizcatán Del Ene,2002,0.016218
060807,Cajamarca,Pomahuaca,2002,0.002609
010304,Amazonas,Corosha,2002,0.003936
221005,San Martin,Uchiza,2002,0.008014
220807,San Martin,San Fernando,2002,0.037592
050512,Ayacucho,Union Progreso,2002,0.029519
060804,Cajamarca,Colasay,2002,0.003961
160503,Loreto,Capelo,2002,0.077322
220910,San Martin,Morales,2002,0.016616
120604,Junin,Mazamari,2002,0.010593
120603,Junin,Llaylla,2002,0.001114
010520,Amazonas,Santa Catalina,2002,0.0
010603,Amazonas,Cochamal,2002,5e-06
120209,Junin,Mariscal Castilla,2002,0.004671
010601,Amazonas,San Nicolas,2002,0.009961
010519,Amazonas,San Juan De Lopecancha,2002,0.003377
160211,Loreto,Teniente Cesar Lopez Rojas,2002,0.022871
080408,Cusco,Yanatile,2002,0.006336
050408,Ayacucho,Llochegua,2002,0.010336
100507,Huanuco,Monzon,2002,0.005002
081304,Cusco,Machupicchu,2002,0.007187
220909,San Martin,La Banda De Shilcayo,2002,0.003795
220103,San Martin,Habana,2002,0.011758
100606,Huanuco,Mariano Damaso Beraun,2002,0.005983
010508,Amazonas,Lonya Chico,2002,0.000716
170102,Madre De Dios,Inambari,2002,0.024368
050502,Ayacucho,Anco,2002,0.004845
010523,Amazonas,Trita,2002,0.0
010516,Amazonas,San Cristobal,2002,0.001476
080918,Cusco,Union Ashaninka,2002,0.010054
221006,San Martin,Santa Lucia,2002,0.030471
100702,Huanuco,Cholon,2002,0.003208
211205,Puno,Phara,2002,0.003175
170204,Madre De Dios,Huepetuhe,2002,0.012893
010302,Amazonas,Chisquilla,2002,0.001506
050507,Ayacucho,Santa Rosa,2002,0.010298
220804,San Martin,Nueva Cajamarca,2002,0.003064
220809,San Martin,Yuracyacu,2002,0.049387
160603,Loreto,Padre Marquez,2002,0.051145
010522,Amazonas,Tingo,2002,0.003987
080906,Cusco,Quellouno,2002,0.006802
010301,Amazonas,Jumbilla,2002,0.000589
080917,Cusco,Manitea,2002,0.003559
250305,Ucayali,Alexander Von Humboldt,2003,5.2e-05
220509,San Martin,Shanao,2003,0.015582
250304,Ucayali,Neshuya,2003,0.000177
220501,San Martin,Lamas,2003,0.003707
220902,San Martin,Alberto Leveau,2003,0.010567
250102,Ucayali,Campoverde,2003,0.00248
220702,San Martin,Buenos Aires,2003,0.015335
220502,San Martin,Alonso De Alvarado,2003,0.000618
220404,San Martin,Piscoyacu,2003,0.005886
220708,San Martin,Shamboyacu,2003,0.000224
220204,San Martin,Huallaga,2003,0.002523
220605,San Martin,Pajarillo,2003,0.012256
010703,Amazonas,Cumba,2003,0.006057
220704,San Martin,Pilluana,2003,0.02131
220104,San Martin,Jepelacio,2003,0.004269
220505,San Martin,Cuñumbuqui,2003,0.010879
220507,San Martin,Rumisapa,2003,0.008312
220913,San Martin,Sauce,2003,0.053832
010608,Amazonas,Milpuc,2003,0.000103
220405,San Martin,Sacanche,2003,0.008154
220709,San Martin,Tingo De Ponasa,2003,9.8e-05
220304,San Martin,Santa Rosa,2003,0.002309
100903,Huanuco,Honoria,2003,0.026212
220203,San Martin,Bajo Biavo,2003,0.006741
220710,San Martin,Tres Unidos,2003,0.000283
220510,San Martin,Tabalosos,2003,0.006937
100904,Huanuco,Tournavista,2003,0.013469
010701,Amazonas,Bagua Grande,2003,0.003013
220701,San Martin,Picota,2003,0.041958
220403,San Martin,El Eslabon,2003,0.006472
250105,Ucayali,Yarinacocha,2003,0.069175
220914,San Martin,Shapaja,2003,0.018731
010707,Amazonas,Yamon,2003,0.003884
010705,Amazonas,Jamalca,2003,0.001845
220205,San Martin,San Pablo,2003,0.004202
220705,San Martin,Pucacaca,2003,0.028964
220601,San Martin,Juanjui,2003,0.025723
100905,Huanuco,Yuyapichis,2003,0.011483
100608,Huanuco,Castillo Grande,2003,0.027861
220302,San Martin,Agua Blanca,2003,0.002315
250306,Ucayali,Huipoca,2003,0.007799
010611,Amazonas,Totora,2003,9.1e-05
010706,Amazonas,Lonya Grande,2003,0.000442
220706,San Martin,San Cristobal,2003,0.058761
010303,Amazonas,Churuja,2003,0.008134
220301,San Martin,San Jose De Sisa,2003,0.002534
010204,Amazonas,El Parco,2003,0.0
010306,Amazonas,Florida,2003,0.020092
220303,San Martin,San Martin,2003,0.001732
220106,San Martin,Yantalo,2003,0.029652
220305,San Martin,Shatoja,2003,0.00381
010104,Amazonas,Cheto,2003,0.0
160201,Loreto,Yurimaguas,2003,0.027658
060901,Cajamarca,San Ignacio,2003,0.004623
220511,San Martin,Zapatero,2003,0.002959
060811,Cajamarca,San Jose Del Alto,2003,0.00215
010206,Amazonas,La Peca,2003,0.0
220401,San Martin,Saposoa,2003,0.003847
060902,Cajamarca,Chirinos,2003,0.007106
220908,San Martin,Juan Guerra,2003,0.031521
060904,Cajamarca,La Coipa,2003,0.001426
220808,San Martin,Yorongos,2003,0.024128
120607,Junin,Rio Negro,2003,0.004125
060812,Cajamarca,Santa Rosa,2003,0.01199
250106,Ucayali,Nueva Requena,2003,0.022368
220802,San Martin,Awajun,2003,0.006892
250302,Ucayali,Irazola,2003,0.004465
010109,Amazonas,La Jalca,2003,0.001175
220906,San Martin,El Porvenir,2003,0.020504
220707,San Martin,San Hilarion,2003,0.041644
220806,San Martin,Posic,2003,0.042895
220406,San Martin,Tingo De Saposoa,2003,0.064448
100901,Huanuco,Puerto Inca,2003,0.014481
010105,Amazonas,Chiliquin,2003,0.0
220105,San Martin,Soritor,2003,0.005502
220201,San Martin,Bellavista,2003,0.034729
060803,Cajamarca,Chontali,2003,0.003261
100605,Huanuco,Luyando,2003,0.0265
010307,Amazonas,Jazan,2003,0.003769
010502,Amazonas,Camporredondo,2003,0.000691
010515,Amazonas,Providencia,2003,0.002695
010102,Amazonas,Asuncion,2003,0.0
010510,Amazonas,Luya Viejo,2003,5.3e-05
100601,Huanuco,Rupa-Rupa,2003,0.016477
010514,Amazonas,Pisuquia,2003,0.001424
060810,Cajamarca,San Felipe,2003,0.004054
010305,Amazonas,Cuispes,2003,6.5e-05
060905,Cajamarca,Namballe,2003,0.001981
010119,Amazonas,San Isidro De Maino,2003,0.0
060801,Cajamarca,Jaen,2003,0.001855
010513,Amazonas,Ocumal,2003,0.001121
220912,San Martin,San Antonio,2003,0.001543
220903,San Martin,Cacatachi,2003,0.026236
120602,Junin,Coviriali,2003,0.001519
120304,Junin,San Luis De Shuaro,2003,0.003546
120601,Junin,Satipo,2003,0.004817
010203,Amazonas,Copallin,2003,0.005333
010112,Amazonas,Magdalena,2003,0.001195
220102,San Martin,Calzada,2003,0.018356
060805,Cajamarca,Huabal,2003,0.000262
010610,Amazonas,Santa Rosa,2003,0.0
220503,San Martin,Barranquita,2003,0.005107
220801,San Martin,Rioja,2003,0.005834
220703,San Martin,Caspisapa,2003,0.036395
080904,Cusco,Maranura,2003,0.01062
010117,Amazonas,Quinjalca,2003,0.0
250303,Ucayali,Curimana,2003,0.013874
010308,Amazonas,Recta,2003,0.000761
010115,Amazonas,Montevideo,2003,0.00039
010114,Amazonas,Molinopampa,2003,0.000413
010503,Amazonas,Cocabamba,2003,0.001453
060809,Cajamarca,Sallique,2003,0.007068
010120,Amazonas,Soloco,2003,0.0
010521,Amazonas,Santo Tomas,2003,0.000563
100113,Huanuco,San Pablo De Pillao,2003,0.001751
010602,Amazonas,Chirimoto,2003,0.00048
100603,Huanuco,Hermilio Valdizan,2003,0.002061
010111,Amazonas,Levanto,2003,0.002459
010518,Amazonas,San Jeronimo,2003,0.001014
010609,Amazonas,Omia,2003,2e-05
100902,Huanuco,Codo Del Pozuzo,2003,0.008972
010113,Amazonas,Mariscal Castilla,2003,0.001183
220101,San Martin,Moyobamba,2003,0.00477
010310,Amazonas,Shipasbamba,2003,0.003335
100103,Huanuco,Chinchao,2003,0.002159
010311,Amazonas,Valera,2003,0.00391
060907,Cajamarca,Tabaconas,2003,0.001471
160112,Loreto,Belen,2003,0.110485
200307,Piura,Sondor,2003,0.002014
220803,San Martin,Elias Soplin Vargas,2003,0.000289
010506,Amazonas,Inguilpata,2003,0.000668
220506,San Martin,Pinto Recodo,2003,0.004968
120303,Junin,Pichanaqui,2003,0.004749
010202,Amazonas,Aramango,2003,0.006451
010606,Amazonas,Longar,2003,0.0
160101,Loreto,Iquitos,2003,0.03962
010507,Amazonas,Longuita,2003,0.0
221001,San Martin,Tocache,2003,0.016807
010511,Amazonas,Maria,2003,0.0
080901,Cusco,Santa Ana,2003,0.006922
120302,Junin,Perene,2003,0.004331
050409,Ayacucho,Canayre,2003,0.017135
221002,San Martin,Nuevo Progreso,2003,0.01052
200303,Piura,El Carmen De La Frontera,2003,0.004257
100609,Huanuco,Pueblo Nuevo,2003,0.013108
080903,Cusco,Huayopata,2003,0.005621
010604,Amazonas,Huambo,2003,0.0
100505,Huanuco,Jircan,2003,0.001609
010512,Amazonas,Ocalli,2003,0.0
010101,Amazonas,Chachapoyas,2003,0.002502
060903,Cajamarca,Huarango,2003,0.003793
010116,Amazonas,Olleros,2003,0.00015
010605,Amazonas,Limabamba,2003,0.000424
100804,Huanuco,Umari,2003,0.000796
220504,San Martin,Caynarachi,2003,0.003621
080905,Cusco,Ocobamba,2003,0.00451
010517,Amazonas,San Francisco Del Yeso,2003,0.001373
120609,Junin,Vizcatán Del Ene,2003,0.013051
060807,Cajamarca,Pomahuaca,2003,0.002189
010304,Amazonas,Corosha,2003,0.003922
221005,San Martin,Uchiza,2003,0.008388
220807,San Martin,San Fernando,2003,0.034452
050512,Ayacucho,Union Progreso,2003,0.02118
060804,Cajamarca,Colasay,2003,0.003554
160503,Loreto,Capelo,2003,0.075538
220910,San Martin,Morales,2003,0.019386
120604,Junin,Mazamari,2003,0.009339
120603,Junin,Llaylla,2003,0.000981
010520,Amazonas,Santa Catalina,2003,0.0
010603,Amazonas,Cochamal,2003,0.0
120209,Junin,Mariscal Castilla,2003,0.005325
010601,Amazonas,San Nicolas,2003,0.01285
010519,Amazonas,San Juan De Lopecancha,2003,0.00314
160211,Loreto,Teniente Cesar Lopez Rojas,2003,0.018835
080408,Cusco,Yanatile,2003,0.006968
050408,Ayacucho,Llochegua,2003,0.008467
100507,Huanuco,Monzon,2003,0.004907
081304,Cusco,Machupicchu,2003,0.005561
220909,San Martin,La Banda De Shilcayo,2003,0.003282
220103,San Martin,Habana,2003,0.039642
100606,Huanuco,Mariano Damaso Beraun,2003,0.005547
010508,Amazonas,Lonya Chico,2003,0.000678
170102,Madre De Dios,Inambari,2003,0.02606
050502,Ayacucho,Anco,2003,0.004558
010523,Amazonas,Trita,2003,0.0
010516,Amazonas,San Cristobal,2003,0.001401
080918,Cusco,Union Ashaninka,2003,0.007397
221006,San Martin,Santa Lucia,2003,0.03023
100702,Huanuco,Cholon,2003,0.003294
211205,Puno,Phara,2003,0.003191
170204,Madre De Dios,Huepetuhe,2003,0.013003
010302,Amazonas,Chisquilla,2003,0.001231
050507,Ayacucho,Santa Rosa,2003,0.008751
220804,San Martin,Nueva Cajamarca,2003,0.001765
220809,San Martin,Yuracyacu,2003,0.026757
160603,Loreto,Padre Marquez,2003,0.047617
010522,Amazonas,Tingo,2003,0.003922
080906,Cusco,Quellouno,2003,0.006675
010301,Amazonas,Jumbilla,2003,0.000533
080917,Cusco,Manitea,2003,0.002673
250305,Ucayali,Alexander Von Humboldt,2004,0.000263
220509,San Martin,Shanao,2004,0.015545
250304,Ucayali,Neshuya,2004,0.000281
220501,San Martin,Lamas,2004,0.00379
220902,San Martin,Alberto Leveau,2004,0.011511
250102,Ucayali,Campoverde,2004,0.002714
220702,San Martin,Buenos Aires,2004,0.016177
220502,San Martin,Alonso De Alvarado,2004,0.000603
220404,San Martin,Piscoyacu,2004,0.00677
220708,San Martin,Shamboyacu,2004,0.000549
220204,San Martin,Huallaga,2004,0.002723
220605,San Martin,Pajarillo,2004,0.013861
010703,Amazonas,Cumba,2004,0.006408
220704,San Martin,Pilluana,2004,0.021673
220104,San Martin,Jepelacio,2004,0.003852
220505,San Martin,Cuñumbuqui,2004,0.010928
220507,San Martin,Rumisapa,2004,0.006735
220913,San Martin,Sauce,2004,0.053057
010608,Amazonas,Milpuc,2004,0.0
220405,San Martin,Sacanche,2004,0.008324
220709,San Martin,Tingo De Ponasa,2004,0.000357
220304,San Martin,Santa Rosa,2004,0.002758
100903,Huanuco,Honoria,2004,0.027078
220203,San Martin,Bajo Biavo,2004,0.006649
220710,San Martin,Tres Unidos,2004,0.000508
220510,San Martin,Tabalosos,2004,0.007089
100904,Huanuco,Tournavista,2004,0.01427
010701,Amazonas,Bagua Grande,2004,0.003262
220701,San Martin,Picota,2004,0.044911
220403,San Martin,El Eslabon,2004,0.007975
250105,Ucayali,Yarinacocha,2004,0.07838
220914,San Martin,Shapaja,2004,0.019807
010707,Amazonas,Yamon,2004,0.00399
010705,Amazonas,Jamalca,2004,0.001942
220205,San Martin,San Pablo,2004,0.01101
220705,San Martin,Pucacaca,2004,0.029209
220601,San Martin,Juanjui,2004,0.027011
100905,Huanuco,Yuyapichis,2004,0.011447
100608,Huanuco,Castillo Grande,2004,0.027582
220302,San Martin,Agua Blanca,2004,0.003246
250306,Ucayali,Huipoca,2004,0.007193
010611,Amazonas,Totora,2004,0.0
010706,Amazonas,Lonya Grande,2004,0.000454
220706,San Martin,San Cristobal,2004,0.051855
010303,Amazonas,Churuja,2004,0.008749
220301,San Martin,San Jose De Sisa,2004,0.003064
010204,Amazonas,El Parco,2004,0.0
010306,Amazonas,Florida,2004,0.02012
220303,San Martin,San Martin,2004,0.00249
220106,San Martin,Yantalo,2004,0.026841
220305,San Martin,Shatoja,2004,0.005443
010104,Amazonas,Cheto,2004,0.0
160201,Loreto,Yurimaguas,2004,0.032062
060901,Cajamarca,San Ignacio,2004,0.004643
220511,San Martin,Zapatero,2004,0.00333
060811,Cajamarca,San Jose Del Alto,2004,0.002145
010206,Amazonas,La Peca,2004,0.0
220401,San Martin,Saposoa,2004,0.004276
060902,Cajamarca,Chirinos,2004,0.006838
220908,San Martin,Juan Guerra,2004,0.032302
060904,Cajamarca,La Coipa,2004,0.001404
220808,San Martin,Yorongos,2004,0.013766
120607,Junin,Rio Negro,2004,0.004443
060812,Cajamarca,Santa Rosa,2004,0.012113
250106,Ucayali,Nueva Requena,2004,0.0241
220802,San Martin,Awajun,2004,0.007281
250302,Ucayali,Irazola,2004,0.004486
010109,Amazonas,La Jalca,2004,0.001297
220906,San Martin,El Porvenir,2004,0.021034
220707,San Martin,San Hilarion,2004,0.03998
220806,San Martin,Posic,2004,0.02615
220406,San Martin,Tingo De Saposoa,2004,0.065035
100901,Huanuco,Puerto Inca,2004,0.014567
010105,Amazonas,Chiliquin,2004,0.0
220105,San Martin,Soritor,2004,0.004372
220201,San Martin,Bellavista,2004,0.03723
060803,Cajamarca,Chontali,2004,0.003282
100605,Huanuco,Luyando,2004,0.029035
010307,Amazonas,Jazan,2004,0.004063
010502,Amazonas,Camporredondo,2004,0.000711
010515,Amazonas,Providencia,2004,0.002787
010102,Amazonas,Asuncion,2004,0.0
010510,Amazonas,Luya Viejo,2004,6.6e-05
100601,Huanuco,Rupa-Rupa,2004,0.016254
010514,Amazonas,Pisuquia,2004,0.001488
060810,Cajamarca,San Felipe,2004,0.004019
010305,Amazonas,Cuispes,2004,9.2e-05
060905,Cajamarca,Namballe,2004,0.001981
010119,Amazonas,San Isidro De Maino,2004,0.0
060801,Cajamarca,Jaen,2004,0.001978
010513,Amazonas,Ocumal,2004,0.001197
220912,San Martin,San Antonio,2004,0.001169
220903,San Martin,Cacatachi,2004,0.042546
120602,Junin,Coviriali,2004,0.001653
120304,Junin,San Luis De Shuaro,2004,0.00392
120601,Junin,Satipo,2004,0.005159
010203,Amazonas,Copallin,2004,0.005387
010112,Amazonas,Magdalena,2004,0.001188
220102,San Martin,Calzada,2004,0.010283
060805,Cajamarca,Huabal,2004,0.000367
010610,Amazonas,Santa Rosa,2004,0.0
220503,San Martin,Barranquita,2004,0.005326
220801,San Martin,Rioja,2004,0.005741
220703,San Martin,Caspisapa,2004,0.035333
080904,Cusco,Maranura,2004,0.012225
010117,Amazonas,Quinjalca,2004,2.2e-05
250303,Ucayali,Curimana,2004,0.013007
010308,Amazonas,Recta,2004,0.000793
010115,Amazonas,Montevideo,2004,0.000383
010114,Amazonas,Molinopampa,2004,0.000444
010503,Amazonas,Cocabamba,2004,0.001628
060809,Cajamarca,Sallique,2004,0.006859
010120,Amazonas,Soloco,2004,0.0
010521,Amazonas,Santo Tomas,2004,0.000593
100113,Huanuco,San Pablo De Pillao,2004,0.001813
010602,Amazonas,Chirimoto,2004,0.000474
100603,Huanuco,Hermilio Valdizan,2004,0.002323
010111,Amazonas,Levanto,2004,0.002245
010518,Amazonas,San Jeronimo,2004,0.001031
010609,Amazonas,Omia,2004,1.6e-05
100902,Huanuco,Codo Del Pozuzo,2004,0.009639
010113,Amazonas,Mariscal Castilla,2004,0.001093
220101,San Martin,Moyobamba,2004,0.00452
010310,Amazonas,Shipasbamba,2004,0.003385
100103,Huanuco,Chinchao,2004,0.002247
010311,Amazonas,Valera,2004,0.004297
060907,Cajamarca,Tabaconas,2004,0.001386
160112,Loreto,Belen,2004,0.115423
200307,Piura,Sondor,2004,0.001967
220803,San Martin,Elias Soplin Vargas,2004,0.000504
010506,Amazonas,Inguilpata,2004,0.00078
220506,San Martin,Pinto Recodo,2004,0.004689
120303,Junin,Pichanaqui,2004,0.004833
010202,Amazonas,Aramango,2004,0.006461
010606,Amazonas,Longar,2004,0.0
160101,Loreto,Iquitos,2004,0.042043
010507,Amazonas,Longuita,2004,0.0
221001,San Martin,Tocache,2004,0.017543
010511,Amazonas,Maria,2004,0.0
080901,Cusco,Santa Ana,2004,0.007994
120302,Junin,Perene,2004,0.004572
050409,Ayacucho,Canayre,2004,0.017866
221002,San Martin,Nuevo Progreso,2004,0.011211
200303,Piura,El Carmen De La Frontera,2004,0.004127
100609,Huanuco,Pueblo Nuevo,2004,0.014362
080903,Cusco,Huayopata,2004,0.005954
010604,Amazonas,Huambo,2004,0.0
100505,Huanuco,Jircan,2004,0.001679
010512,Amazonas,Ocalli,2004,0.0
010101,Amazonas,Chachapoyas,2004,0.002148
060903,Cajamarca,Huarango,2004,0.00367
010116,Amazonas,Olleros,2004,0.00015
010605,Amazonas,Limabamba,2004,0.000434
100804,Huanuco,Umari,2004,0.00083
220504,San Martin,Caynarachi,2004,0.003901
080905,Cusco,Ocobamba,2004,0.004427
010517,Amazonas,San Francisco Del Yeso,2004,0.001364
120609,Junin,Vizcatán Del Ene,2004,0.014722
060807,Cajamarca,Pomahuaca,2004,0.002241
010304,Amazonas,Corosha,2004,0.003783
221005,San Martin,Uchiza,2004,0.009074
220807,San Martin,San Fernando,2004,0.029342
050512,Ayacucho,Union Progreso,2004,0.023544
060804,Cajamarca,Colasay,2004,0.003592
160503,Loreto,Capelo,2004,0.074958
220910,San Martin,Morales,2004,0.017651
120604,Junin,Mazamari,2004,0.009722
120603,Junin,Llaylla,2004,0.00102
010520,Amazonas,Santa Catalina,2004,0.0
010603,Amazonas,Cochamal,2004,5e-06
120209,Junin,Mariscal Castilla,2004,0.005605
010601,Amazonas,San Nicolas,2004,0.012728
010519,Amazonas,San Juan De Lopecancha,2004,0.00312
160211,Loreto,Teniente Cesar Lopez Rojas,2004,0.021229
080408,Cusco,Yanatile,2004,0.006495
050408,Ayacucho,Llochegua,2004,0.009103
100507,Huanuco,Monzon,2004,0.005237
081304,Cusco,Machupicchu,2004,0.0069
220909,San Martin,La Banda De Shilcayo,2004,0.003319
220103,San Martin,Habana,2004,0.012986
100606,Huanuco,Mariano Damaso Beraun,2004,0.005959
010508,Amazonas,Lonya Chico,2004,0.00055
170102,Madre De Dios,Inambari,2004,0.025657
050502,Ayacucho,Anco,2004,0.004715
010523,Amazonas,Trita,2004,0.0
010516,Amazonas,San Cristobal,2004,0.001501
080918,Cusco,Union Ashaninka,2004,0.008134
221006,San Martin,Santa Lucia,2004,0.031618
100702,Huanuco,Cholon,2004,0.003332
211205,Puno,Phara,2004,0.00337
170204,Madre De Dios,Huepetuhe,2004,0.014751
010302,Amazonas,Chisquilla,2004,0.001512
050507,Ayacucho,Santa Rosa,2004,0.009009
220804,San Martin,Nueva Cajamarca,2004,0.001983
220809,San Martin,Yuracyacu,2004,0.020594
160603,Loreto,Padre Marquez,2004,0.052173
010522,Amazonas,Tingo,2004,0.003841
080906,Cusco,Quellouno,2004,0.006753
010301,Amazonas,Jumbilla,2004,0.000606
080917,Cusco,Manitea,2004,0.003174
250305,Ucayali,Alexander Von Humboldt,2005,4e-06
220509,San Martin,Shanao,2005,0.014669
250304,Ucayali,Neshuya,2005,1.7e-05
220501,San Martin,Lamas,2005,0.003646
220902,San Martin,Alberto Leveau,2005,0.013724
250102,Ucayali,Campoverde,2005,0.002367
220702,San Martin,Buenos Aires,2005,0.01778
220502,San Martin,Alonso De Alvarado,2005,0.000555
220404,San Martin,Piscoyacu,2005,0.006395
220708,San Martin,Shamboyacu,2005,0.000188
220204,San Martin,Huallaga,2005,0.002263
220605,San Martin,Pajarillo,2005,0.010944
010703,Amazonas,Cumba,2005,0.007608
220704,San Martin,Pilluana,2005,0.024387
220104,San Martin,Jepelacio,2005,0.003511
220505,San Martin,Cuñumbuqui,2005,0.012138
220507,San Martin,Rumisapa,2005,0.005746
220913,San Martin,Sauce,2005,0.056509
010608,Amazonas,Milpuc,2005,0.0
220405,San Martin,Sacanche,2005,0.008056
220709,San Martin,Tingo De Ponasa,2005,0.000344
220304,San Martin,Santa Rosa,2005,0.002316
100903,Huanuco,Honoria,2005,0.023441
220203,San Martin,Bajo Biavo,2005,0.006336
220710,San Martin,Tres Unidos,2005,0.000367
220510,San Martin,Tabalosos,2005,0.006692
100904,Huanuco,Tournavista,2005,0.012922
010701,Amazonas,Bagua Grande,2005,0.003383
220701,San Martin,Picota,2005,0.046978
220403,San Martin,El Eslabon,2005,0.007526
250105,Ucayali,Yarinacocha,2005,0.059399
220914,San Martin,Shapaja,2005,0.019004
010707,Amazonas,Yamon,2005,0.004167
010705,Amazonas,Jamalca,2005,0.001893
220205,San Martin,San Pablo,2005,0.005329
220705,San Martin,Pucacaca,2005,0.032486
220601,San Martin,Juanjui,2005,0.024035
100905,Huanuco,Yuyapichis,2005,0.01181
100608,Huanuco,Castillo Grande,2005,0.02028
220302,San Martin,Agua Blanca,2005,0.00235
250306,Ucayali,Huipoca,2005,0.006215
010611,Amazonas,Totora,2005,0.0
010706,Amazonas,Lonya Grande,2005,0.000486
220706,San Martin,San Cristobal,2005,0.0734
010303,Amazonas,Churuja,2005,0.008358
220301,San Martin,San Jose De Sisa,2005,0.002928
010204,Amazonas,El Parco,2005,0.0
010306,Amazonas,Florida,2005,0.020308
220303,San Martin,San Martin,2005,0.002456
220106,San Martin,Yantalo,2005,0.022868
220305,San Martin,Shatoja,2005,0.004884
010104,Amazonas,Cheto,2005,0.0
160201,Loreto,Yurimaguas,2005,0.027109
060901,Cajamarca,San Ignacio,2005,0.004771
220511,San Martin,Zapatero,2005,0.002943
060811,Cajamarca,San Jose Del Alto,2005,0.002242
010206,Amazonas,La Peca,2005,0.0
220401,San Martin,Saposoa,2005,0.004217
060902,Cajamarca,Chirinos,2005,0.007506
220908,San Martin,Juan Guerra,2005,0.031964
060904,Cajamarca,La Coipa,2005,0.001556
220808,San Martin,Yorongos,2005,0.012472
120607,Junin,Rio Negro,2005,0.004379
060812,Cajamarca,Santa Rosa,2005,0.013619
250106,Ucayali,Nueva Requena,2005,0.020348
220802,San Martin,Awajun,2005,0.006629
250302,Ucayali,Irazola,2005,0.003645
010109,Amazonas,La Jalca,2005,0.001325
220906,San Martin,El Porvenir,2005,0.018981
220707,San Martin,San Hilarion,2005,0.049309
220806,San Martin,Posic,2005,0.022851
220406,San Martin,Tingo De Saposoa,2005,0.058928
100901,Huanuco,Puerto Inca,2005,0.014479
010105,Amazonas,Chiliquin,2005,0.0
220105,San Martin,Soritor,2005,0.004005
220201,San Martin,Bellavista,2005,0.024331
060803,Cajamarca,Chontali,2005,0.003318
100605,Huanuco,Luyando,2005,0.021606
010307,Amazonas,Jazan,2005,0.003992
010502,Amazonas,Camporredondo,2005,0.000736
010515,Amazonas,Providencia,2005,0.002955
010102,Amazonas,Asuncion,2005,0.0
010510,Amazonas,Luya Viejo,2005,6.6e-05
100601,Huanuco,Rupa-Rupa,2005,0.014584
010514,Amazonas,Pisuquia,2005,0.001574
060810,Cajamarca,San Felipe,2005,0.003553
010305,Amazonas,Cuispes,2005,8.3e-05
060905,Cajamarca,Namballe,2005,0.001854
010119,Amazonas,San Isidro De Maino,2005,0.0
060801,Cajamarca,Jaen,2005,0.002039
010513,Amazonas,Ocumal,2005,0.001244
220912,San Martin,San Antonio,2005,0.001271
220903,San Martin,Cacatachi,2005,0.04258
120602,Junin,Coviriali,2005,0.001617
120304,Junin,San Luis De Shuaro,2005,0.003628
120601,Junin,Satipo,2005,0.005323
010203,Amazonas,Copallin,2005,0.005045
010112,Amazonas,Magdalena,2005,0.001168
220102,San Martin,Calzada,2005,0.010137
060805,Cajamarca,Huabal,2005,0.0
010610,Amazonas,Santa Rosa,2005,0.0
220503,San Martin,Barranquita,2005,0.0046
220801,San Martin,Rioja,2005,0.005319
220703,San Martin,Caspisapa,2005,0.05196
080904,Cusco,Maranura,2005,0.013406
010117,Amazonas,Quinjalca,2005,2.2e-05
250303,Ucayali,Curimana,2005,0.01254
010308,Amazonas,Recta,2005,0.001237
010115,Amazonas,Montevideo,2005,0.00039
010114,Amazonas,Molinopampa,2005,0.000429
010503,Amazonas,Cocabamba,2005,0.001558
060809,Cajamarca,Sallique,2005,0.007129
010120,Amazonas,Soloco,2005,0.0
010521,Amazonas,Santo Tomas,2005,0.000612
100113,Huanuco,San Pablo De Pillao,2005,0.001868
010602,Amazonas,Chirimoto,2005,0.000474
100603,Huanuco,Hermilio Valdizan,2005,0.001511
010111,Amazonas,Levanto,2005,0.002578
010518,Amazonas,San Jeronimo,2005,0.000997
010609,Amazonas,Omia,2005,2e-05
100902,Huanuco,Codo Del Pozuzo,2005,0.008673
010113,Amazonas,Mariscal Castilla,2005,0.001431
220101,San Martin,Moyobamba,2005,0.004254
010310,Amazonas,Shipasbamba,2005,0.003506
100103,Huanuco,Chinchao,2005,0.002249
010311,Amazonas,Valera,2005,0.004047
060907,Cajamarca,Tabaconas,2005,0.001579
160112,Loreto,Belen,2005,0.096454
200307,Piura,Sondor,2005,0.001941
220803,San Martin,Elias Soplin Vargas,2005,9.5e-05
010506,Amazonas,Inguilpata,2005,0.000795
220506,San Martin,Pinto Recodo,2005,0.004731
