modelo,geocode,departamento,distrito,horizonte,anio,y_true,y_pred,error,abs_error,squared_error
Persistencia_WF,010114,Amazonas,Molinopampa,4,2023,0.5230152198053433,0.5366255144032922,0.0136102945979489,0.0136102945979489,0.0001852401190429
Persistencia_WF,010114,Amazonas,Molinopampa,5,2024,0.5128930694362793,0.5230152198053433,0.0101221503690639,0.0101221503690639,0.0001024579280939
Persistencia_WF,010115,Amazonas,Montevideo,1,2020,0.6583167201178816,0.6612131981162058,0.0028964779983242,0.0028964779983242,8.38958479477654e-06
Persistencia_WF,010115,Amazonas,Montevideo,2,2021,0.6555285891768513,0.6583167201178816,0.0027881309410302,0.0027881309410302,7.773674144330247e-06
Persistencia_WF,010115,Amazonas,Montevideo,3,2022,0.6586851001126809,0.6555285891768513,-0.0031565109358295,0.0031565109358295,9.963561288011742e-06
Persistencia_WF,010115,Amazonas,Montevideo,4,2023,0.6546329201698882,0.6586851001126809,0.0040521799427927,0.0040521799427927,1.6420162288771626e-05
Persistencia_WF,010115,Amazonas,Montevideo,5,2024,0.5954754268874057,0.6546329201698882,0.0591574932824824,0.0591574932824824,0.0034996090114669
Persistencia_WF,010117,Amazonas,Quinjalca,1,2020,0.3444044255612828,0.3532792718959605,0.0088748463346776,0.0088748463346776,7.87628974641416e-05
Persistencia_WF,010117,Amazonas,Quinjalca,2,2021,0.3485560851467638,0.3444044255612828,-0.0041516595854809,0.0041516595854809,1.723627731371603e-05
Persistencia_WF,010117,Amazonas,Quinjalca,3,2022,0.3412448508637609,0.3485560851467638,0.0073112342830028,0.0073112342830028,5.345414674095691e-05
Persistencia_WF,010117,Amazonas,Quinjalca,4,2023,0.339541052904005,0.3412448508637609,0.0017037979597558,0.0017037979597558,2.902927487668343e-06
Persistencia_WF,010117,Amazonas,Quinjalca,5,2024,0.3426574934759635,0.339541052904005,-0.0031164405719585,0.0031164405719585,9.712201838549236e-06
Persistencia_WF,010119,Amazonas,San Isidro De Maino,1,2020,0.3787988601360589,0.3700522163105964,-0.0087466438254624,0.0087466438254624,7.650377820950084e-05
Persistencia_WF,010119,Amazonas,San Isidro De Maino,2,2021,0.391960005929928,0.3787988601360589,-0.0131611457938691,0.0131611457938691,0.0001732157586074
Persistencia_WF,010119,Amazonas,San Isidro De Maino,3,2022,0.3945378774152103,0.391960005929928,-0.0025778714852822,0.0025778714852822,6.645421394631407e-06
Persistencia_WF,010119,Amazonas,San Isidro De Maino,4,2023,0.3774152102653643,0.3945378774152103,0.017122667149846,0.017122667149846,0.0002931857303244
Persistencia_WF,010119,Amazonas,San Isidro De Maino,5,2024,0.3873725477276845,0.3774152102653643,-0.0099573374623201,0.0099573374623201,9.914856933852512e-05
Persistencia_WF,010120,Amazonas,Soloco,1,2020,0.511268359398228,0.51686983409645,0.005601474698222,0.005601474698222,3.1376518794821595e-05
Persistencia_WF,010120,Amazonas,Soloco,2,2021,0.5130760539929833,0.511268359398228,-0.0018076945947552,0.0018076945947552,3.2677597479074248e-06
Persistencia_WF,010120,Amazonas,Soloco,3,2022,0.5114943212225724,0.5130760539929833,0.0015817327704108,0.0015817327704108,2.501878556991578e-06
Persistencia_WF,010120,Amazonas,Soloco,4,2023,0.4987691026937028,0.5114943212225724,0.0127252185288696,0.0127252185288696,0.0001619311866074
Persistencia_WF,010120,Amazonas,Soloco,5,2024,0.5010762918475352,0.4987691026937028,-0.0023071891538324,0.0023071891538324,5.323121791562023e-06
Persistencia_WF,010202,Amazonas,Aramango,1,2020,0.7765053590401141,0.7779704286655292,0.0014650696254151,0.0014650696254151,2.1464290073140868e-06
Persistencia_WF,010202,Amazonas,Aramango,2,2021,0.7667943699796851,0.7765053590401141,0.0097109890604289,0.0097109890604289,9.430330853177169e-05
Persistencia_WF,010202,Amazonas,Aramango,3,2022,0.7618062116644921,0.7667943699796851,0.0049881583151929,0.0049881583151929,2.4881723377428542e-05
Persistencia_WF,010202,Amazonas,Aramango,4,2023,0.7634823897477427,0.7618062116644921,-0.0016761780832506,0.0016761780832506,2.80957296676966e-06
Persistencia_WF,010202,Amazonas,Aramango,5,2024,0.7633451115702432,0.7634823897477427,0.0001372781774995,0.0001372781774995,1.8845298017593437e-08
Persistencia_WF,010203,Amazonas,Copallin,1,2020,0.5152659741894869,0.5275596924322137,0.0122937182427267,0.0122937182427267,0.0001511355082315
Persistencia_WF,010203,Amazonas,Copallin,2,2021,0.5184765502045955,0.5152659741894869,-0.0032105760151085,0.0032105760151085,1.0307798348790273e-05
Persistencia_WF,010203,Amazonas,Copallin,3,2022,0.521354377445029,0.5184765502045955,-0.0028778272404335,0.0028778272404335,8.281889625781127e-06
Persistencia_WF,010203,Amazonas,Copallin,4,2023,0.5140968568730608,0.521354377445029,0.0072575205719681,0.0072575205719681,5.2671604852541e-05
Persistencia_WF,010203,Amazonas,Copallin,5,2024,0.5169836773236207,0.5140968568730608,-0.0028868204505598,0.0028868204505598,8.333732313770745e-06
Persistencia_WF,010204,Amazonas,El Parco,1,2020,0.2788386212299256,0.2974441833137485,0.0186055620838229,0.0186055620838229,0.0003461669404549
Persistencia_WF,010204,Amazonas,El Parco,2,2021,0.2594496670583627,0.2788386212299256,0.0193889541715628,0.0193889541715628,0.0003759315438669
Persistencia_WF,010204,Amazonas,El Parco,3,2022,0.2719839404622013,0.2594496670583627,-0.0125342734038386,0.0125342734038386,0.0001571080097621
Persistencia_WF,010204,Amazonas,El Parco,4,2023,0.2830983157070114,0.2719839404622013,-0.01111437524481,0.01111437524481,0.0001235293370824
