geocode,departamento,distrito,anio,pix_total,pix_agropecuario,pct_agropecuario
250305,Ucayali,Alexander Von Humboldt,2019,232299,166618,0.717257
220509,San Martin,Shanao,2019,27404,14123,0.515363
250304,Ucayali,Neshuya,2019,705695,455982,0.646146
220501,San Martin,Lamas,2019,145659,70251,0.482298
220902,San Martin,Alberto Leveau,2019,58292,20821,0.357185
250102,Ucayali,Campoverde,2019,1499070,1070813,0.714318
220702,San Martin,Buenos Aires,2019,350498,217178,0.619627
220502,San Martin,Alonso De Alvarado,2019,333345,146988,0.440949
220404,San Martin,Piscoyacu,2019,202503,115953,0.572599
220708,San Martin,Shamboyacu,2019,442263,185054,0.418425
220204,San Martin,Huallaga,2019,288997,138090,0.477825
220605,San Martin,Pajarillo,2019,512229,328611,0.641531
010703,Amazonas,Cumba,2019,338309,156894,0.463759
220704,San Martin,Pilluana,2019,77007,34161,0.443609
220104,San Martin,Jepelacio,2019,434300,226177,0.520785
220505,San Martin,Cuñumbuqui,2019,204978,131358,0.64084
220507,San Martin,Rumisapa,2019,37418,24076,0.643434
220913,San Martin,Sauce,2019,113557,31596,0.278239
010608,Amazonas,Milpuc,2019,48343,23950,0.495418
220405,San Martin,Sacanche,2019,182234,109387,0.600256
220709,San Martin,Tingo De Ponasa,2019,377839,185983,0.492228
220304,San Martin,Santa Rosa,2019,280633,172695,0.615377
100903,Huanuco,Honoria,2019,1073943,493607,0.459621
220203,San Martin,Bajo Biavo,2019,1265183,550098,0.434797
220710,San Martin,Tres Unidos,2019,417343,132929,0.318513
220510,San Martin,Tabalosos,2019,407368,158665,0.389488
100904,Huanuco,Tournavista,2019,1971052,754326,0.382702
010701,Amazonas,Bagua Grande,2019,817863,341904,0.418046
220701,San Martin,Picota,2019,244840,124047,0.506645
220403,San Martin,El Eslabon,2019,140447,80680,0.574452
250105,Ucayali,Yarinacocha,2019,747695,439813,0.588225
220914,San Martin,Shapaja,2019,267687,73619,0.275019
010707,Amazonas,Yamon,2019,152144,62666,0.411886
010705,Amazonas,Jamalca,2019,393997,123699,0.313959
220205,San Martin,San Pablo,2019,391993,276890,0.706365
220705,San Martin,Pucacaca,2019,228592,102243,0.447273
220601,San Martin,Juanjui,2019,504641,241643,0.478841
100905,Huanuco,Yuyapichis,2019,2344154,827174,0.352867
100608,Huanuco,Castillo Grande,2019,118195,49342,0.417463
220302,San Martin,Agua Blanca,2019,171923,110729,0.644062
250306,Ucayali,Huipoca,2019,667777,176562,0.264403
010611,Amazonas,Totora,2019,21874,12323,0.563363
010706,Amazonas,Lonya Grande,2019,409562,131371,0.32076
220706,San Martin,San Cristobal,2019,33883,15983,0.471711
010303,Amazonas,Churuja,2019,35775,7093,0.198267
220301,San Martin,San Jose De Sisa,2019,347309,220602,0.635175
010204,Amazonas,El Parco,2019,20424,14072,0.688993
010306,Amazonas,Florida,2019,249605,105610,0.423109
220303,San Martin,San Martin,2019,585926,142947,0.243968
220106,San Martin,Yantalo,2019,78275,44388,0.567078
220305,San Martin,Shatoja,2019,69815,43406,0.621729
010104,Amazonas,Cheto,2019,79082,18640,0.235705
160201,Loreto,Yurimaguas,2019,2513367,893484,0.355493
060901,Cajamarca,San Ignacio,2019,399940,251839,0.629692
220511,San Martin,Zapatero,2019,196367,156074,0.794808
060811,Cajamarca,San Jose Del Alto,2019,566420,271681,0.479646
010206,Amazonas,La Peca,2019,155134,98083,0.632247
220401,San Martin,Saposoa,2019,591864,220453,0.372472
060902,Cajamarca,Chirinos,2019,399656,217519,0.544266
220908,San Martin,Juan Guerra,2019,216367,143340,0.662485
060904,Cajamarca,La Coipa,2019,454450,262237,0.577043
220808,San Martin,Yorongos,2019,91967,50544,0.549588
120607,Junin,Rio Negro,2019,556582,255611,0.459251
060812,Cajamarca,Santa Rosa,2019,349365,221560,0.634179
250106,Ucayali,Nueva Requena,2019,2329126,497990,0.21381
220802,San Martin,Awajun,2019,569322,233672,0.410439
250302,Ucayali,Irazola,2019,2126284,573625,0.269778
010109,Amazonas,La Jalca,2019,139571,39885,0.285769
220906,San Martin,El Porvenir,2019,550820,160748,0.291834
220707,San Martin,San Hilarion,2019,117160,68431,0.584082
220806,San Martin,Posic,2019,59121,29436,0.497894
220406,San Martin,Tingo De Saposoa,2019,52895,31270,0.591171
100901,Huanuco,Puerto Inca,2019,2709508,809608,0.298803
010105,Amazonas,Chiliquin,2019,159239,27318,0.171553
220105,San Martin,Soritor,2019,656448,183239,0.279137
220201,San Martin,Bellavista,2019,292265,213006,0.728811
060803,Cajamarca,Chontali,2019,519539,187726,0.361332
100605,Huanuco,Luyando,2019,126262,72134,0.571304
010307,Amazonas,Jazan,2019,85167,35542,0.417321
010502,Amazonas,Camporredondo,2019,246044,79498,0.323105
010515,Amazonas,Providencia,2019,130985,27813,0.212337
010102,Amazonas,Asuncion,2019,39194,14111,0.36003
010510,Amazonas,Luya Viejo,2019,76164,21067,0.2766
100601,Huanuco,Rupa-Rupa,2019,295257,97507,0.330244
010514,Amazonas,Pisuquia,2019,327196,63857,0.195164
060810,Cajamarca,San Felipe,2019,287890,35302,0.122623
010305,Amazonas,Cuispes,2019,108421,26651,0.24581
060905,Cajamarca,Namballe,2019,710706,231212,0.325327
010119,Amazonas,San Isidro De Maino,2019,121418,15430,0.127082
060801,Cajamarca,Jaen,2019,624961,321407,0.514283
010513,Amazonas,Ocumal,2019,409313,131181,0.320491
220912,San Martin,San Antonio,2019,88116,17068,0.193699
220903,San Martin,Cacatachi,2019,59042,41434,0.701772
120602,Junin,Coviriali,2019,111288,43055,0.386879
120304,Junin,San Luis De Shuaro,2019,219122,73621,0.335982
120601,Junin,Satipo,2019,929613,278742,0.299847
010203,Amazonas,Copallin,2019,111195,50362,0.452916
010112,Amazonas,Magdalena,2019,152346,20557,0.134936
220102,San Martin,Calzada,2019,130309,94952,0.728668
060805,Cajamarca,Huabal,2019,95324,79859,0.837764
010610,Amazonas,Santa Rosa,2019,22754,13184,0.579415
220503,San Martin,Barranquita,2019,1189871,363391,0.305404
220801,San Martin,Rioja,2019,234994,144908,0.616646
220703,San Martin,Caspisapa,2019,85643,35733,0.417232
080904,Cusco,Maranura,2019,188793,50524,0.267616
010117,Amazonas,Quinjalca,2019,92734,30419,0.328024
250303,Ucayali,Curimana,2019,2124247,455583,0.214468
010308,Amazonas,Recta,2019,31526,19274,0.611368
010115,Amazonas,Montevideo,2019,138444,17734,0.128095
010114,Amazonas,Molinopampa,2019,382725,71463,0.186722
010503,Amazonas,Cocabamba,2019,383913,43447,0.113169
060809,Cajamarca,Sallique,2019,411293,69938,0.170044
010120,Amazonas,Soloco,2019,84085,16566,0.197015
010521,Amazonas,Santo Tomas,2019,101264,35858,0.354104
100113,Huanuco,San Pablo De Pillao,2019,672747,101370,0.150681
010602,Amazonas,Chirimoto,2019,173089,43510,0.251374
100603,Huanuco,Hermilio Valdizan,2019,323676,42846,0.132373
010111,Amazonas,Levanto,2019,84169,17517,0.208117
010518,Amazonas,San Jeronimo,2019,233700,77636,0.332204
010609,Amazonas,Omia,2019,253339,39032,0.15407
100902,Huanuco,Codo Del Pozuzo,2019,3656169,844766,0.231052
010113,Amazonas,Mariscal Castilla,2019,88754,20852,0.234942
220101,San Martin,Moyobamba,2019,3032176,789058,0.260228
010310,Amazonas,Shipasbamba,2019,140920,34912,0.247743
100103,Huanuco,Chinchao,2019,914940,142900,0.156185
010311,Amazonas,Valera,2019,87729,13484,0.153701
060907,Cajamarca,Tabaconas,2019,867885,231017,0.266184
160112,Loreto,Belen,2019,731901,248825,0.339971
200307,Piura,Sondor,2019,385369,101934,0.26451
220803,San Martin,Elias Soplin Vargas,2019,190445,59000,0.309801
010506,Amazonas,Inguilpata,2019,133308,37906,0.284349
220506,San Martin,Pinto Recodo,2019,629614,122174,0.194046
120303,Junin,Pichanaqui,2019,1416316,448182,0.316442
010202,Amazonas,Aramango,2019,866853,170766,0.196995
010606,Amazonas,Longar,2019,92491,22024,0.23812
160101,Loreto,Iquitos,2019,411336,162481,0.395008
010507,Amazonas,Longuita,2019,66012,24995,0.378643
221001,San Martin,Tocache,2019,1137399,396867,0.348925
010511,Amazonas,Maria,2019,98683,17610,0.17845
080901,Cusco,Santa Ana,2019,448977,138324,0.308087
120302,Junin,Perene,2019,1698111,606304,0.357046
050409,Ayacucho,Canayre,2019,308017,76297,0.247704
221002,San Martin,Nuevo Progreso,2019,932793,257916,0.276499
200303,Piura,El Carmen De La Frontera,2019,737565,173524,0.235266
100609,Huanuco,Pueblo Nuevo,2019,362691,102018,0.281281
080903,Cusco,Huayopata,2019,608208,104559,0.171913
010604,Amazonas,Huambo,2019,87355,64830,0.742144
100505,Huanuco,Jircan,2019,270424,10441,0.03861
010512,Amazonas,Ocalli,2019,193361,44911,0.232265
010101,Amazonas,Chachapoyas,2019,172277,39123,0.227094
060903,Cajamarca,Huarango,2019,1019211,306750,0.300968
010116,Amazonas,Olleros,2019,120055,11116,0.092591
010605,Amazonas,Limabamba,2019,691778,107666,0.155637
100804,Huanuco,Umari,2019,178312,63303,0.355013
220504,San Martin,Caynarachi,2019,1430625,294390,0.205777
080905,Cusco,Ocobamba,2019,989147,194235,0.196366
010517,Amazonas,San Francisco Del Yeso,2019,204600,69721,0.340767
120609,Junin,Vizcatán Del Ene,2019,694966,125934,0.181209
060807,Cajamarca,Pomahuaca,2019,913386,210200,0.230133
010304,Amazonas,Corosha,2019,72158,11048,0.153108
221005,San Martin,Uchiza,2019,682269,275461,0.403743
220807,San Martin,San Fernando,2019,77703,57280,0.737166
050512,Ayacucho,Union Progreso,2019,44853,37676,0.839988
060804,Cajamarca,Colasay,2019,677030,354373,0.523423
160503,Loreto,Capelo,2019,899920,110363,0.122636
220910,San Martin,Morales,2019,57052,41097,0.720343
120604,Junin,Mazamari,2019,1435555,282642,0.196887
120603,Junin,Llaylla,2019,351860,83334,0.236839
010520,Amazonas,Santa Catalina,2019,185180,37139,0.200556
010603,Amazonas,Cochamal,2019,203378,23314,0.114634
120209,Junin,Mariscal Castilla,2019,64224,13699,0.2133
010601,Amazonas,San Nicolas,2019,114944,25174,0.219011
010519,Amazonas,San Juan De Lopecancha,2019,97124,34105,0.351149
160211,Loreto,Teniente Cesar Lopez Rojas,2019,1485058,271188,0.182611
080408,Cusco,Yanatile,2019,2284182,396537,0.173601
050408,Ayacucho,Llochegua,2019,590673,155799,0.263765
100507,Huanuco,Monzon,2019,1590702,211627,0.13304
081304,Cusco,Machupicchu,2019,414663,36248,0.087416
220909,San Martin,La Banda De Shilcayo,2019,300132,68957,0.229756
220103,San Martin,Habana,2019,77392,67369,0.87049
100606,Huanuco,Mariano Damaso Beraun,2019,846065,110958,0.131146
010508,Amazonas,Lonya Chico,2019,78176,21165,0.270735
170102,Madre De Dios,Inambari,2019,5562594,284794,0.051198
050502,Ayacucho,Anco,2019,859091,155805,0.18136
010523,Amazonas,Trita,2019,15721,9779,0.622034
010516,Amazonas,San Cristobal,2019,39966,16064,0.401942
080918,Cusco,Union Ashaninka,2019,351495,66500,0.189192
221006,San Martin,Santa Lucia,2019,303241,233396,0.769672
100702,Huanuco,Cholon,2019,2490435,352113,0.141386
211205,Puno,Phara,2019,498219,10531,0.021137
170204,Madre De Dios,Huepetuhe,2019,1747509,77310,0.04424
010302,Amazonas,Chisquilla,2019,181907,8440,0.046397
050507,Ayacucho,Santa Rosa,2019,446106,156221,0.350188
220804,San Martin,Nueva Cajamarca,2019,375608,135782,0.361499
220809,San Martin,Yuracyacu,2019,69776,53631,0.768617
160603,Loreto,Padre Marquez,2019,2751150,169926,0.061765
010522,Amazonas,Tingo,2019,122640,33856,0.27606
080906,Cusco,Quellouno,2019,2249644,410114,0.182302
010301,Amazonas,Jumbilla,2019,178356,39577,0.221899
080917,Cusco,Manitea,2019,163511,32271,0.197363
250305,Ucayali,Alexander Von Humboldt,2020,232299,169997,0.731803
220509,San Martin,Shanao,2020,27404,13263,0.48398
250304,Ucayali,Neshuya,2020,705695,464764,0.65859
220501,San Martin,Lamas,2020,145659,67634,0.464331
220902,San Martin,Alberto Leveau,2020,58292,20885,0.358282
250102,Ucayali,Campoverde,2020,1499070,1102264,0.735299
220702,San Martin,Buenos Aires,2020,350498,214204,0.611142
220502,San Martin,Alonso De Alvarado,2020,333345,145096,0.435273
220404,San Martin,Piscoyacu,2020,202503,117814,0.581789
220708,San Martin,Shamboyacu,2020,442263,196637,0.444616
220204,San Martin,Huallaga,2020,288997,142086,0.491652
220605,San Martin,Pajarillo,2020,512229,329267,0.642812
010703,Amazonas,Cumba,2020,338309,156579,0.462828
220704,San Martin,Pilluana,2020,77007,33125,0.430156
220104,San Martin,Jepelacio,2020,434300,224512,0.516951
220505,San Martin,Cuñumbuqui,2020,204978,130631,0.637293
220507,San Martin,Rumisapa,2020,37418,24641,0.658533
220913,San Martin,Sauce,2020,113557,31961,0.281453
010608,Amazonas,Milpuc,2020,48343,24069,0.49788
220405,San Martin,Sacanche,2020,182234,108899,0.597578
220709,San Martin,Tingo De Ponasa,2020,377839,190957,0.505393
220304,San Martin,Santa Rosa,2020,280633,173839,0.619453
100903,Huanuco,Honoria,2020,1073943,515118,0.479651
220203,San Martin,Bajo Biavo,2020,1265183,576465,0.455638
220710,San Martin,Tres Unidos,2020,417343,137407,0.329242
220510,San Martin,Tabalosos,2020,407368,155471,0.381648
100904,Huanuco,Tournavista,2020,1971052,794817,0.403245
010701,Amazonas,Bagua Grande,2020,817863,342729,0.419054
220701,San Martin,Picota,2020,244840,123403,0.504015
220403,San Martin,El Eslabon,2020,140447,80371,0.572251
250105,Ucayali,Yarinacocha,2020,747695,441857,0.590959
220914,San Martin,Shapaja,2020,267687,74864,0.27967
010707,Amazonas,Yamon,2020,152144,63449,0.417033
010705,Amazonas,Jamalca,2020,393997,123120,0.31249
220205,San Martin,San Pablo,2020,391993,278433,0.710301
220705,San Martin,Pucacaca,2020,228592,104325,0.456381
220601,San Martin,Juanjui,2020,504641,242452,0.480445
100905,Huanuco,Yuyapichis,2020,2344154,885315,0.377669
100608,Huanuco,Castillo Grande,2020,118195,49070,0.415161
220302,San Martin,Agua Blanca,2020,171923,111148,0.646499
250306,Ucayali,Huipoca,2020,667777,191627,0.286963
010611,Amazonas,Totora,2020,21874,12744,0.582609
010706,Amazonas,Lonya Grande,2020,409562,138956,0.33928
220706,San Martin,San Cristobal,2020,33883,16283,0.480565
010303,Amazonas,Churuja,2020,35775,7208,0.201481
220301,San Martin,San Jose De Sisa,2020,347309,219739,0.63269
010204,Amazonas,El Parco,2020,20424,14457,0.707844
010306,Amazonas,Florida,2020,249605,105914,0.424326
220303,San Martin,San Martin,2020,585926,143981,0.245732
220106,San Martin,Yantalo,2020,78275,44909,0.573734
220305,San Martin,Shatoja,2020,69815,43813,0.627559
010104,Amazonas,Cheto,2020,79082,19411,0.245454
160201,Loreto,Yurimaguas,2020,2513367,915832,0.364385
060901,Cajamarca,San Ignacio,2020,399940,248526,0.621408
220511,San Martin,Zapatero,2020,196367,155433,0.791543
060811,Cajamarca,San Jose Del Alto,2020,566420,264634,0.467205
010206,Amazonas,La Peca,2020,155134,97680,0.629649
220401,San Martin,Saposoa,2020,591864,226049,0.381927
060902,Cajamarca,Chirinos,2020,399656,219964,0.550383
220908,San Martin,Juan Guerra,2020,216367,139257,0.643615
060904,Cajamarca,La Coipa,2020,454450,252063,0.554655
220808,San Martin,Yorongos,2020,91967,50172,0.545544
120607,Junin,Rio Negro,2020,556582,264329,0.474915
060812,Cajamarca,Santa Rosa,2020,349365,220620,0.631489
250106,Ucayali,Nueva Requena,2020,2329126,558471,0.239777
220802,San Martin,Awajun,2020,569322,231422,0.406487
250302,Ucayali,Irazola,2020,2126284,601141,0.282719
010109,Amazonas,La Jalca,2020,139571,40793,0.292274
220906,San Martin,El Porvenir,2020,550820,167615,0.304301
220707,San Martin,San Hilarion,2020,117160,72114,0.615517
220806,San Martin,Posic,2020,59121,28589,0.483568
220406,San Martin,Tingo De Saposoa,2020,52895,31006,0.58618
100901,Huanuco,Puerto Inca,2020,2709508,858739,0.316935
010105,Amazonas,Chiliquin,2020,159239,28194,0.177055
220105,San Martin,Soritor,2020,656448,185952,0.28327
220201,San Martin,Bellavista,2020,292265,213353,0.729998
060803,Cajamarca,Chontali,2020,519539,185762,0.357552
100605,Huanuco,Luyando,2020,126262,71938,0.569752
010307,Amazonas,Jazan,2020,85167,35001,0.410969
010502,Amazonas,Camporredondo,2020,246044,81057,0.329441
010515,Amazonas,Providencia,2020,130985,28647,0.218704
010102,Amazonas,Asuncion,2020,39194,14098,0.359698
010510,Amazonas,Luya Viejo,2020,76164,21520,0.282548
100601,Huanuco,Rupa-Rupa,2020,295257,97921,0.331647
010514,Amazonas,Pisuquia,2020,327196,66238,0.202441
060810,Cajamarca,San Felipe,2020,287890,34211,0.118834
010305,Amazonas,Cuispes,2020,108421,26570,0.245063
060905,Cajamarca,Namballe,2020,710706,232290,0.326844
010119,Amazonas,San Isidro De Maino,2020,121418,15936,0.131249
060801,Cajamarca,Jaen,2020,624961,316387,0.506251
010513,Amazonas,Ocumal,2020,409313,131711,0.321786
220912,San Martin,San Antonio,2020,88116,18142,0.205888
220903,San Martin,Cacatachi,2020,59042,43234,0.732258
120602,Junin,Coviriali,2020,111288,42376,0.380778
120304,Junin,San Luis De Shuaro,2020,219122,71076,0.324367
120601,Junin,Satipo,2020,929613,283097,0.304532
010203,Amazonas,Copallin,2020,111195,51890,0.466658
010112,Amazonas,Magdalena,2020,152346,20663,0.135632
220102,San Martin,Calzada,2020,130309,93180,0.71507
060805,Cajamarca,Huabal,2020,95324,78938,0.828102
010610,Amazonas,Santa Rosa,2020,22754,13233,0.581568
220503,San Martin,Barranquita,2020,1189871,367845,0.309147
220801,San Martin,Rioja,2020,234994,142501,0.606403
220703,San Martin,Caspisapa,2020,85643,39417,0.460248
080904,Cusco,Maranura,2020,188793,50980,0.270031
010117,Amazonas,Quinjalca,2020,92734,31746,0.342334
250303,Ucayali,Curimana,2020,2124247,490352,0.230836
010308,Amazonas,Recta,2020,31526,19330,0.613145
010115,Amazonas,Montevideo,2020,138444,16883,0.121948
010114,Amazonas,Molinopampa,2020,382725,73231,0.191341
010503,Amazonas,Cocabamba,2020,383913,44918,0.117
060809,Cajamarca,Sallique,2020,411293,67253,0.163516
010120,Amazonas,Soloco,2020,84085,17121,0.203615
010521,Amazonas,Santo Tomas,2020,101264,35542,0.350984
100113,Huanuco,San Pablo De Pillao,2020,672747,116594,0.17331
010602,Amazonas,Chirimoto,2020,173089,44165,0.255158
100603,Huanuco,Hermilio Valdizan,2020,323676,43701,0.135015
010111,Amazonas,Levanto,2020,84169,17048,0.202545
010518,Amazonas,San Jeronimo,2020,233700,77566,0.331904
010609,Amazonas,Omia,2020,253339,40043,0.158061
100902,Huanuco,Codo Del Pozuzo,2020,3656169,910261,0.248966
010113,Amazonas,Mariscal Castilla,2020,88754,20184,0.227415
220101,San Martin,Moyobamba,2020,3032176,788268,0.259968
010310,Amazonas,Shipasbamba,2020,140920,35349,0.250844
100103,Huanuco,Chinchao,2020,914940,148831,0.162667
010311,Amazonas,Valera,2020,87729,13306,0.151672
060907,Cajamarca,Tabaconas,2020,867885,226417,0.260884
160112,Loreto,Belen,2020,731901,254985,0.348387
200307,Piura,Sondor,2020,385369,97947,0.254164
220803,San Martin,Elias Soplin Vargas,2020,190445,58716,0.308309
010506,Amazonas,Inguilpata,2020,133308,38447,0.288407
220506,San Martin,Pinto Recodo,2020,629614,122052,0.193852
120303,Junin,Pichanaqui,2020,1416316,456989,0.32266
010202,Amazonas,Aramango,2020,866853,170866,0.197111
010606,Amazonas,Longar,2020,92491,22154,0.239526
160101,Loreto,Iquitos,2020,411336,163518,0.397529
010507,Amazonas,Longuita,2020,66012,25512,0.386475
221001,San Martin,Tocache,2020,1137399,389909,0.342808
010511,Amazonas,Maria,2020,98683,17904,0.181429
080901,Cusco,Santa Ana,2020,448977,137311,0.305831
120302,Junin,Perene,2020,1698111,612094,0.360456
050409,Ayacucho,Canayre,2020,308017,79158,0.256992
221002,San Martin,Nuevo Progreso,2020,932793,259220,0.277897
200303,Piura,El Carmen De La Frontera,2020,737565,172258,0.23355
100609,Huanuco,Pueblo Nuevo,2020,362691,102099,0.281504
080903,Cusco,Huayopata,2020,608208,101996,0.167699
010604,Amazonas,Huambo,2020,87355,64867,0.742568
100505,Huanuco,Jircan,2020,270424,11224,0.041505
010512,Amazonas,Ocalli,2020,193361,45842,0.23708
010101,Amazonas,Chachapoyas,2020,172277,39111,0.227024
060903,Cajamarca,Huarango,2020,1019211,308697,0.302878
010116,Amazonas,Olleros,2020,120055,11359,0.094615
010605,Amazonas,Limabamba,2020,691778,110540,0.159791
100804,Huanuco,Umari,2020,178312,69039,0.387181
220504,San Martin,Caynarachi,2020,1430625,298090,0.208363
080905,Cusco,Ocobamba,2020,989147,194770,0.196907
010517,Amazonas,San Francisco Del Yeso,2020,204600,68792,0.336227
120609,Junin,Vizcatán Del Ene,2020,694966,141241,0.203234
060807,Cajamarca,Pomahuaca,2020,913386,207291,0.226948
010304,Amazonas,Corosha,2020,72158,10913,0.151238
221005,San Martin,Uchiza,2020,682269,276518,0.405292
220807,San Martin,San Fernando,2020,77703,56031,0.721092
050512,Ayacucho,Union Progreso,2020,44853,36511,0.814015
060804,Cajamarca,Colasay,2020,677030,351719,0.519503
160503,Loreto,Capelo,2020,899920,117194,0.130227
220910,San Martin,Morales,2020,57052,40963,0.717994
120604,Junin,Mazamari,2020,1435555,278909,0.194287
120603,Junin,Llaylla,2020,351860,79964,0.227261
010520,Amazonas,Santa Catalina,2020,185180,37091,0.200297
010603,Amazonas,Cochamal,2020,203378,24317,0.119566
120209,Junin,Mariscal Castilla,2020,64224,13721,0.213643
010601,Amazonas,San Nicolas,2020,114944,24887,0.216514
010519,Amazonas,San Juan De Lopecancha,2020,97124,33966,0.349718
160211,Loreto,Teniente Cesar Lopez Rojas,2020,1485058,275733,0.185672
080408,Cusco,Yanatile,2020,2284182,395941,0.17334
050408,Ayacucho,Llochegua,2020,590673,157994,0.267481
100507,Huanuco,Monzon,2020,1590702,212866,0.133819
081304,Cusco,Machupicchu,2020,414663,34987,0.084375
220909,San Martin,La Banda De Shilcayo,2020,300132,69215,0.230615
220103,San Martin,Habana,2020,77392,65776,0.849907
100606,Huanuco,Mariano Damaso Beraun,2020,846065,115111,0.136055
010508,Amazonas,Lonya Chico,2020,78176,21440,0.274253
170102,Madre De Dios,Inambari,2020,5562594,290727,0.052265
050502,Ayacucho,Anco,2020,859091,150384,0.17505
010523,Amazonas,Trita,2020,15721,10113,0.64328
010516,Amazonas,San Cristobal,2020,39966,16965,0.424486
080918,Cusco,Union Ashaninka,2020,351495,70486,0.200532
221006,San Martin,Santa Lucia,2020,303241,232674,0.767291
100702,Huanuco,Cholon,2020,2490435,355913,0.142912
211205,Puno,Phara,2020,498219,10459,0.020993
170204,Madre De Dios,Huepetuhe,2020,1747509,61298,0.035077
010302,Amazonas,Chisquilla,2020,181907,8440,0.046397
050507,Ayacucho,Santa Rosa,2020,446106,151072,0.338646
220804,San Martin,Nueva Cajamarca,2020,375608,135028,0.359492
220809,San Martin,Yuracyacu,2020,69776,52419,0.751247
160603,Loreto,Padre Marquez,2020,2751150,185518,0.067433
010522,Amazonas,Tingo,2020,122640,34791,0.283684
080906,Cusco,Quellouno,2020,2249644,411433,0.182888
010301,Amazonas,Jumbilla,2020,178356,39144,0.219471
080917,Cusco,Manitea,2020,163511,31407,0.192079
250305,Ucayali,Alexander Von Humboldt,2021,232299,174610,0.751661
220509,San Martin,Shanao,2021,27404,13356,0.487374
250304,Ucayali,Neshuya,2021,705695,481904,0.682879
220501,San Martin,Lamas,2021,145659,69627,0.478014
220902,San Martin,Alberto Leveau,2021,58292,22162,0.380189
250102,Ucayali,Campoverde,2021,1499070,1121470,0.74811
220702,San Martin,Buenos Aires,2021,350498,219867,0.627299
220502,San Martin,Alonso De Alvarado,2021,333345,150456,0.451352
220404,San Martin,Piscoyacu,2021,202503,120761,0.596342
220708,San Martin,Shamboyacu,2021,442263,203997,0.461257
220204,San Martin,Huallaga,2021,288997,148527,0.51394
220605,San Martin,Pajarillo,2021,512229,339515,0.662819
010703,Amazonas,Cumba,2021,338309,163807,0.484193
220704,San Martin,Pilluana,2021,77007,33515,0.43522
220104,San Martin,Jepelacio,2021,434300,228758,0.526728
220505,San Martin,Cuñumbuqui,2021,204978,133556,0.651563
220507,San Martin,Rumisapa,2021,37418,25446,0.680047
220913,San Martin,Sauce,2021,113557,33485,0.294874
010608,Amazonas,Milpuc,2021,48343,23766,0.491612
220405,San Martin,Sacanche,2021,182234,111975,0.614457
220709,San Martin,Tingo De Ponasa,2021,377839,190337,0.503752
220304,San Martin,Santa Rosa,2021,280633,178221,0.635068
100903,Huanuco,Honoria,2021,1073943,528767,0.49236
220203,San Martin,Bajo Biavo,2021,1265183,595801,0.470921
220710,San Martin,Tres Unidos,2021,417343,143196,0.343113
220510,San Martin,Tabalosos,2021,407368,161009,0.395242
100904,Huanuco,Tournavista,2021,1971052,839644,0.425988
010701,Amazonas,Bagua Grande,2021,817863,357344,0.436924
220701,San Martin,Picota,2021,244840,124492,0.508463
220403,San Martin,El Eslabon,2021,140447,81771,0.58222
250105,Ucayali,Yarinacocha,2021,747695,446505,0.597175
220914,San Martin,Shapaja,2021,267687,78852,0.294568
010707,Amazonas,Yamon,2021,152144,66000,0.4338
010705,Amazonas,Jamalca,2021,393997,129590,0.328911
220205,San Martin,San Pablo,2021,391993,282744,0.721299
220705,San Martin,Pucacaca,2021,228592,104480,0.457059
220601,San Martin,Juanjui,2021,504641,253261,0.501864
100905,Huanuco,Yuyapichis,2021,2344154,926259,0.395136
100608,Huanuco,Castillo Grande,2021,118195,48230,0.408054
220302,San Martin,Agua Blanca,2021,171923,113600,0.660761
250306,Ucayali,Huipoca,2021,667777,210531,0.315271
010611,Amazonas,Totora,2021,21874,12539,0.573238
010706,Amazonas,Lonya Grande,2021,409562,143927,0.351417
220706,San Martin,San Cristobal,2021,33883,16382,0.483487
010303,Amazonas,Churuja,2021,35775,6489,0.181384
220301,San Martin,San Jose De Sisa,2021,347309,225759,0.650023
010204,Amazonas,El Parco,2021,20424,14821,0.725666
010306,Amazonas,Florida,2021,249605,103515,0.414715
220303,San Martin,San Martin,2021,585926,155267,0.264994
220106,San Martin,Yantalo,2021,78275,45883,0.586177
220305,San Martin,Shatoja,2021,69815,45799,0.656005
010104,Amazonas,Cheto,2021,79082,18770,0.237349
160201,Loreto,Yurimaguas,2021,2513367,936231,0.372501
060901,Cajamarca,San Ignacio,2021,399940,255192,0.638076
220511,San Martin,Zapatero,2021,196367,157401,0.801565
060811,Cajamarca,San Jose Del Alto,2021,566420,269577,0.475931
010206,Amazonas,La Peca,2021,155134,97872,0.630887
220401,San Martin,Saposoa,2021,591864,230421,0.389314
060902,Cajamarca,Chirinos,2021,399656,222456,0.556619
220908,San Martin,Juan Guerra,2021,216367,140704,0.650302
060904,Cajamarca,La Coipa,2021,454450,253068,0.556867
220808,San Martin,Yorongos,2021,91967,50109,0.544858
120607,Junin,Rio Negro,2021,556582,271907,0.48853
060812,Cajamarca,Santa Rosa,2021,349365,217913,0.62374
250106,Ucayali,Nueva Requena,2021,2329126,636837,0.273423
220802,San Martin,Awajun,2021,569322,226761,0.3983
250302,Ucayali,Irazola,2021,2126284,660154,0.310473
010109,Amazonas,La Jalca,2021,139571,39138,0.280416
220906,San Martin,El Porvenir,2021,550820,172165,0.312561
220707,San Martin,San Hilarion,2021,117160,70191,0.599104
220806,San Martin,Posic,2021,59121,29442,0.497996
220406,San Martin,Tingo De Saposoa,2021,52895,31152,0.58894
